company,vehicle_type,factor_circumvented,factor_name,geography_factor,geography_type,geography_factor_id,latitude,longitude,county_fips,tract_fips,block_group_fips,zip,place_name_fips,rate_bi,rate_pd,rate_mlpd,rate_ppi,rate_pip_med,rate_pip_wl,rate_comp,rate_coll,rate_cr,rate_um_uim,generic_location_based_premium,location_effect
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26005030500,,,,26005030500,,,,433.917714,16.451004,41.355804,75.919584,3697.0428400000005,176.12540199999998,236.70943200000002,1247.704306,54.689755999999996,72.965837,6053.0,0.82
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26005030600,,,,26005030600,,,,449.786633,17.052637999999998,42.868238,78.60964799999999,3801.3464120000003,186.86443,243.965736,1327.539505,58.62413,77.90401499999999,6285.0,0.85
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26005030702,,,,26005030702,,,,434.984005,16.49143,41.45743,76.023048,3698.135024,176.659682,236.63613600000002,1250.751451,54.80720000000001,73.12395599999999,6059.0,0.82
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26005030703,,,,26005030703,,,,434.984005,16.49143,41.45743,76.023048,3698.135024,176.659682,236.63613600000002,1250.751451,54.80720000000001,73.12395599999999,6059.0,0.82
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26005030704,,,,26005030704,,,,434.984005,16.49143,41.45743,76.023048,3698.135024,176.659682,236.63613600000002,1250.751451,54.80720000000001,73.12395599999999,6059.0,0.82
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26005030800,,,,26005030800,,,,433.290484,16.427224,41.296023999999996,76.241472,3693.220196,176.285686,236.123064,1255.017454,55.100809999999996,73.245586,6056.0,0.82
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26005030901,,,,26005030901,,,,434.984005,16.49143,41.45743,76.023048,3698.135024,176.659682,236.63613600000002,1250.751451,54.80720000000001,73.12395599999999,6059.0,0.82
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26005030902,,,,26005030902,,,,434.984005,16.49143,41.45743,76.023048,3698.135024,176.659682,236.63613600000002,1250.751451,54.80720000000001,73.12395599999999,6059.0,0.82
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26005031000,,,,26005031000,,,,434.984005,16.49143,41.45743,76.023048,3698.135024,176.659682,236.63613600000002,1250.751451,54.80720000000001,73.12395599999999,6059.0,0.82
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26005031100,,,,26005031100,,,,434.984005,16.49143,41.45743,76.023048,3698.135024,176.659682,236.63613600000002,1250.751451,54.80720000000001,73.12395599999999,6059.0,0.82
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26005031200,,,,26005031200,,,,434.984005,16.49143,41.45743,76.023048,3698.135024,176.659682,236.63613600000002,1250.751451,54.80720000000001,73.12395599999999,6059.0,0.82
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26005031300,,,,26005031300,,,,429.65255,16.2893,40.9493,76.839264,3563.2502999999997,169.55375800000002,230.77245600000003,1252.3765950000002,57.625856,75.4106,5913.0,0.8
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26005031800,,,,26005031800,,,,373.139127,14.146722,35.563122,73.252512,2762.679428,129.456044,189.580104,1154.0553830000001,62.93041,77.040442,4872.0,0.66
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26005031900,,,,26005031900,,,,368.30945600000007,13.963616000000002,35.102816000000004,72.45928799999999,2728.821724,126.864786,187.45452,1136.178799,62.401911999999996,76.50527,4808.0,0.65
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26005032000,,,,26005032000,,,,372.072836,14.106295999999999,35.461496,73.04558399999999,2755.0341399999998,128.975192,188.040888,1151.82081,62.969558,77.089094,4859.0,0.65
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26005032100,,,,26005032100,,,,368.18401,13.95886,35.09086,72.48227999999999,2712.985056,126.544218,186.46502400000003,1136.991371,62.6368,76.687715,4792.0,0.65
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26005032200,,,,26005032200,,,,422.941189,16.034854,40.309654,83.782848,3445.84052,172.57244,224.945424,1372.840394,65.161846,77.79454799999999,5922.0,0.8
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26005032401,,,,26005032401,,,,426.70456900000005,16.177534,40.668334,81.207744,3498.8114440000004,173.293718,229.45312800000002,1336.0715109999999,61.658100000000005,76.176869,5940.0,0.8
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26005032402,,,,26005032402,,,,427.77086,16.21796,40.769960000000005,81.38018399999999,3515.1942040000004,173.293718,228.720168,1344.6035170000002,61.873414000000004,76.27417299999999,5966.0,0.8
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26005032600,,,,26005032600,,,,417.04522700000007,15.811322000000002,39.747722,78.655632,3540.8605279999997,169.981182,229.563072,1306.006347,58.23265,74.218626,5930.0,0.8
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26007000100,,,,26007000100,,,,459.383252,17.416472000000002,43.782872000000005,88.312272,4505.805092,182.16276599999998,309.638952,1259.283457,60.033457999999996,80.981254,7007.0,0.94
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26007000200,,,,26007000200,,,,471.86512899999997,17.889694,44.972494,90.714936,4628.1297,187.10485599999998,318.067992,1293.411481,61.658100000000005,83.182757,7197.0,0.97
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26007000300,,,,26007000300,,,,472.80597400000005,17.925364000000002,45.062164,91.289736,4606.2860200000005,187.66585,315.502632,1316.5697830000001,62.754244,83.52332100000001,7199.0,0.97
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26007000400,,,,26007000400,,,,471.86512899999997,17.889694,44.972494,90.714936,4628.1297,187.10485599999998,318.067992,1293.411481,61.658100000000005,83.182757,7197.0,0.97
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26007000500,,,,26007000500,,,,471.86512899999997,17.889694,44.972494,90.714936,4628.1297,187.10485599999998,318.067992,1293.411481,61.658100000000005,83.182757,7197.0,0.97
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26007000600,,,,26007000600,,,,471.86512899999997,17.889694,44.972494,90.714936,4628.1297,187.10485599999998,318.067992,1293.411481,61.658100000000005,83.182757,7197.0,0.97
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26007000700,,,,26007000700,,,,471.86512899999997,17.889694,44.972494,90.714936,4628.1297,187.10485599999998,318.067992,1293.411481,61.658100000000005,83.182757,7197.0,0.97
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26007000800,,,,26007000800,,,,471.86512899999997,17.889694,44.972494,90.714936,4628.1297,187.10485599999998,318.067992,1293.411481,61.658100000000005,83.182757,7197.0,0.97
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26007000900,,,,26007000900,,,,471.86512899999997,17.889694,44.972494,90.714936,4628.1297,187.10485599999998,318.067992,1293.411481,61.658100000000005,83.182757,7197.0,0.97
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26009960100,,,,26009960100,,,,464.840153,17.623358,44.302958,87.817944,3792.062848,181.28120399999997,249.866064,1374.262395,60.05303200000001,81.042069,6353.0,0.86
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26009960200,,,,26009960200,,,,461.954895,17.51397,44.02797,86.39244,3816.6369879999997,178.18238,259.321248,1345.619232,58.722,79.217619,6348.0,0.86
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26009960300,,,,26009960300,,,,460.26137400000005,17.449764000000002,43.866564000000004,86.39244,3730.3544520000005,178.18238,250.34248800000003,1354.9638100000002,58.722,79.217619,6260.0,0.84
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26009960400,,,,26009960400,,,,460.26137400000005,17.449764000000002,43.866564000000004,86.39244,3730.3544520000005,178.18238,250.34248800000003,1354.9638100000002,58.722,79.217619,6260.0,0.84
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26009960500,,,,26009960500,,,,460.26137400000005,17.449764000000002,43.866564000000004,86.39244,3730.3544520000005,178.18238,250.34248800000003,1354.9638100000002,58.722,79.217619,6260.0,0.84
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26009960600,,,,26009960600,,,,460.26137400000005,17.449764000000002,43.866564000000004,86.39244,3730.3544520000005,178.18238,250.34248800000003,1354.9638100000002,58.722,79.217619,6260.0,0.84
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26009960700,,,,26009960700,,,,462.456679,17.532994,44.075793999999995,87.23164799999999,3760.935604,179.99893199999997,251.84505600000003,1365.3241030000002,59.622403999999996,80.05686600000001,6309.0,0.85
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26011970100,,,,26011970100,,,,556.8547940000001,21.111884000000003,53.072684,95.025936,4848.2047760000005,215.60869399999999,393.63616800000005,1639.5671530000002,68.509,91.404945,7983.0,1.08
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26011970200,,,,26011970200,,,,556.8547940000001,21.111884000000003,53.072684,95.025936,4848.2047760000005,215.60869399999999,393.63616800000005,1639.5671530000002,68.509,91.404945,7983.0,1.08
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26011970300,,,,26011970300,,,,556.8547940000001,21.111884000000003,53.072684,95.025936,4848.2047760000005,215.60869399999999,393.63616800000005,1639.5671530000002,68.509,91.404945,7983.0,1.08
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26011970400,,,,26011970400,,,,553.21686,20.97396,52.72596,94.864992,4781.581552000001,213.231148,378.610488,1636.723151,68.509,91.10087,7892.0,1.06
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26011970500,,,,26011970500,,,,556.8547940000001,21.111884000000003,53.072684,95.025936,4848.2047760000005,215.60869399999999,393.63616800000005,1639.5671530000002,68.509,91.404945,7983.0,1.08
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26013000100,,,,26013000100,,,,373.013681,14.141966,35.551166,73.436448,3023.165312,141.02320600000002,263.68236,1046.999022,49.913700000000006,67.334368,5088.0,0.69
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26013000200,,,,26013000200,,,,370.567484,14.049224,35.318024,72.98810399999999,3004.598184,140.168358,262.069848,1041.514161,49.600516000000006,66.920826,5058.0,0.68
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26015010100,,,,26015010100,,,,502.53667600000006,19.052536,47.895736,87.82943999999999,4183.610812,217.532102,347.82616800000005,1474.0056080000002,63.830814000000004,84.715295,7029.0,0.95
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26015010200,,,,26015010200,,,,500.215925,18.96455,47.67455,87.42707999999999,4153.02966,218.19995199999997,345.297456,1472.989893,63.02828,84.094982,6991.0,0.94
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26015010300,,,,26015010300,,,,500.215925,18.96455,47.67455,87.42707999999999,4153.02966,218.19995199999997,345.297456,1472.989893,63.02828,84.094982,6991.0,0.94
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26015010401,,,,26015010401,,,,479.517335,18.17981,45.70181,84.242688,3981.556772,204.62923999999998,314.07336000000004,1408.593562,61.286194,81.39479600000001,6679.0,0.9
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26015010402,,,,26015010402,,,,497.581559,18.864674,47.423474,87.42707999999999,4127.363336,215.82240599999997,338.774112,1481.5218989999998,63.830814000000004,84.36256800000001,6963.0,0.94
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26015010500,,,,26015010500,,,,454.177243,17.219098,43.286698,86.921256,3474.2373039999998,167.950918,247.52059200000002,1392.748408,72.541244,90.067015,6047.0,0.81
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26015010600,,,,26015010600,,,,499.58869500000003,18.94077,47.61477,87.438576,4141.561728,217.398532,344.12472,1471.161606,63.263168,84.27742699999999,6975.0,0.94
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26015010700,,,,26015010700,,,,500.341371,18.969306,47.686506,87.48456,4147.022648,217.98623999999998,343.318464,1475.8338950000002,63.458908,84.22877500000001,6986.0,0.94
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26015010800,,,,26015010800,,,,500.215925,18.96455,47.67455,87.42707999999999,4153.02966,218.19995199999997,345.297456,1472.989893,63.02828,84.094982,6991.0,0.94
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26015011300,,,,26015011300,,,,500.215925,18.96455,47.67455,87.42707999999999,4153.02966,218.19995199999997,345.297456,1472.989893,63.02828,84.094982,6991.0,0.94
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26015011400,,,,26015011400,,,,500.215925,18.96455,47.67455,87.42707999999999,4153.02966,218.19995199999997,345.297456,1472.989893,63.02828,84.094982,6991.0,0.94
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26017280300,,,,26017280300,,,,584.013853,22.141558000000003,55.661158,97.31363999999999,5084.662612,210.533034,187.417872,1387.6698330000002,68.509,87.147895,7785.0,1.05
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26017280400,,,,26017280400,,,,584.013853,22.141558000000003,55.661158,97.31363999999999,5084.662612,210.533034,187.417872,1387.6698330000002,68.509,87.147895,7785.0,1.05
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26017280500,,,,26017280500,,,,584.013853,22.141558000000003,55.661158,97.31363999999999,5084.662612,210.533034,187.417872,1387.6698330000002,68.509,87.147895,7785.0,1.05
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26017280600,,,,26017280600,,,,584.013853,22.141558000000003,55.661158,97.31363999999999,5084.662612,210.533034,187.417872,1387.6698330000002,68.509,87.147895,7785.0,1.05
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26017280700,,,,26017280700,,,,584.013853,22.141558000000003,55.661158,97.31363999999999,5084.662612,210.533034,187.417872,1387.6698330000002,68.509,87.147895,7785.0,1.05
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26017280800,,,,26017280800,,,,584.013853,22.141558000000003,55.661158,97.31363999999999,5084.662612,210.533034,187.417872,1387.6698330000002,68.509,87.147895,7785.0,1.05
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26017280900,,,,26017280900,,,,581.003149,22.027414,55.374214,97.15269599999999,5043.15962,209.25076199999998,188.517312,1388.482405,68.74388800000001,87.354666,7741.0,1.04
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26017281000,,,,26017281000,,,,584.013853,22.141558000000003,55.661158,97.31363999999999,5084.662612,210.533034,187.417872,1387.6698330000002,68.509,87.147895,7785.0,1.05
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26017281300,,,,26017281300,,,,584.013853,22.141558000000003,55.661158,97.31363999999999,5084.662612,210.533034,187.417872,1387.6698330000002,68.509,87.147895,7785.0,1.05
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26017285100,,,,26017285100,,,,584.013853,22.141558000000003,55.661158,97.31363999999999,5084.662612,210.533034,187.417872,1387.6698330000002,68.509,87.147895,7785.0,1.05
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26017285201,,,,26017285201,,,,584.202022,22.148692,55.679092000000004,97.290648,5084.662612,210.533034,187.63776000000001,1388.482405,68.509,87.147895,7786.0,1.05
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26017285202,,,,26017285202,,,,584.013853,22.141558000000003,55.661158,97.31363999999999,5084.662612,210.533034,187.417872,1387.6698330000002,68.509,87.147895,7785.0,1.05
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26017285300,,,,26017285300,,,,583.574792,22.124912000000002,55.619312,96.842304,5060.634564,209.97204,190.89943200000002,1395.389267,68.332834,87.01410200000001,7770.0,1.05
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26017285400,,,,26017285400,,,,573.162774,21.730164,54.626964,95.922624,4941.586508,208.663054,193.06166400000004,1394.779838,68.09794600000001,86.916798,7639.0,1.03
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26017285500,,,,26017285500,,,,582.69667,22.091620000000002,55.53562,97.23316799999999,5064.457208,210.052182,187.34457600000002,1391.326407,68.509,87.147895,7766.0,1.05
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26017285600,,,,26017285600,,,,581.003149,22.027414,55.374214,93.88783199999999,4981.451224,205.6978,204.642432,1428.704719,68.09794600000001,86.624886,7728.0,1.04
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26017285700,,,,26017285700,,,,583.135731,22.108266,55.577466,97.08372,5077.0173239999995,210.479606,189.79999200000003,1387.263547,68.371982,87.01410200000001,7778.0,1.05
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26017285800,,,,26017285800,,,,584.013853,22.141558000000003,55.661158,97.31363999999999,5084.662612,210.533034,187.417872,1387.6698330000002,68.509,87.147895,7785.0,1.05
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26017285900,,,,26017285900,,,,582.884839,22.098754000000003,55.553554000000005,97.21017599999999,5077.0173239999995,210.212466,188.62725600000002,1386.654118,68.41113,87.074917,7776.0,1.05
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26017286000,,,,26017286000,,,,584.013853,22.141558000000003,55.661158,97.31363999999999,5084.662612,210.533034,187.417872,1387.6698330000002,68.509,87.147895,7785.0,1.05
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26017286100,,,,26017286100,,,,594.363148,22.533928,56.647528,95.26735199999999,5074.832956,210.078896,203.652936,1442.7215860000001,68.469852,87.08708,7856.0,1.06
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26017286200,,,,26017286200,,,,593.5477490000001,22.503014,56.569814,94.83050399999999,5050.804908,209.30418999999998,205.558632,1450.847306,68.430704,87.03842800000001,7839.0,1.06
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26017286300,,,,26017286300,,,,598.063805,22.67423,57.00023,95.025936,5084.662612,210.533034,206.91460800000002,1455.5195950000002,68.509,87.147895,7886.0,1.06
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26017286400,,,,26017286400,,,,587.777233,22.284238000000002,56.01983800000001,95.025936,5025.684676,211.815306,253.60416,1501.633056,68.509,88.218239,7911.0,1.07
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26017286500,,,,26017286500,,,,584.013853,22.141558000000003,55.661158,97.31363999999999,5084.662612,210.533034,187.417872,1387.6698330000002,68.509,87.147895,7785.0,1.05
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26017286600,,,,26017286600,,,,584.013853,22.141558000000003,55.661158,97.31363999999999,5084.662612,210.533034,187.417872,1387.6698330000002,68.509,87.147895,7785.0,1.05
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26019000100,,,,26019000100,,,,370.379315,14.042090000000002,35.300090000000004,69.849696,3605.845476,143.561036,241.98674400000002,1073.204469,47.603968,64.013869,5666.0,0.76
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26019000200,,,,26019000200,,,,368.18401,13.95886,35.09086,69.113952,3611.306396,142.54590399999998,242.353224,1058.3750300000002,46.9776,63.36923,5651.0,0.76
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26019000300,,,,26019000300,,,,369.124855,13.994530000000001,35.180530000000005,69.539304,3596.01582,142.78633,240.99724799999998,1073.610755,47.878004000000004,64.281455,5653.0,0.76
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26019000400,,,,26019000400,,,,368.18401,13.95886,35.09086,69.113952,3611.306396,142.54590399999998,242.353224,1058.3750300000002,46.9776,63.36923,5651.0,0.76
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26019000500,,,,26019000500,,,,373.139127,14.146722,35.563122,70.148592,3608.575936,144.44259799999998,241.43702400000004,1083.564762,48.758834,64.58553,5684.0,0.77
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26021000300,,,,26021000300,,,,618.386057,23.444702,58.937102,81.207744,4779.397184,233.80092799999997,278.048376,1736.0600780000002,64.39846,96.780991,7970.0,1.07
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26021000600,,,,26021000600,,,,618.386057,23.444702,58.937102,81.207744,4779.397184,233.80092799999997,278.048376,1736.0600780000002,64.39846,96.780991,7970.0,1.07
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26021000700,,,,26021000700,,,,612.490095,23.22117,58.375170000000004,86.39244,4622.66878,200.75570999999997,238.688424,1455.5195950000002,68.509,102.95979500000001,7470.0,1.01
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26021000800,,,,26021000800,,,,413.47001600000004,15.675776,39.406976,79.483344,2974.563124,129.18890399999998,151.72272,1080.5176170000002,63.02828,94.72544400000001,5042.0,0.68
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26021000900,,,,26021000900,,,,413.47001600000004,15.675776,39.406976,79.483344,2974.563124,129.18890399999998,151.72272,1080.5176170000002,63.02828,94.72544400000001,5042.0,0.68
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26021001000,,,,26021001000,,,,413.47001600000004,15.675776,39.406976,79.483344,2974.563124,129.18890399999998,151.72272,1080.5176170000002,63.02828,94.72544400000001,5042.0,0.68
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26021001100,,,,26021001100,,,,420.118654,15.927844,40.040644,79.632792,3000.77554,130.07046599999998,154.10484,1088.6433370000002,63.145724,94.90788900000001,5087.0,0.69
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26021001300,,,,26021001300,,,,413.47001600000004,15.675776,39.406976,79.483344,2974.563124,129.18890399999998,151.72272,1080.5176170000002,63.02828,94.72544400000001,5042.0,0.68
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26021001400,,,,26021001400,,,,413.47001600000004,15.675776,39.406976,79.483344,2974.563124,129.18890399999998,151.72272,1080.5176170000002,63.02828,94.72544400000001,5042.0,0.68
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26021001500,,,,26021001500,,,,413.47001600000004,15.675776,39.406976,79.483344,2974.563124,129.18890399999998,151.72272,1080.5176170000002,63.02828,94.72544400000001,5042.0,0.68
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26021001600,,,,26021001600,,,,416.104382,15.775652000000001,39.658052,80.092632,3031.3566920000003,132.42129799999998,158.86908,1103.0664900000002,63.791666000000006,94.555162,5136.0,0.69
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26021001700,,,,26021001700,,,,413.47001600000004,15.675776,39.406976,79.483344,2974.563124,129.18890399999998,151.72272,1080.5176170000002,63.02828,94.72544400000001,5042.0,0.68
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26021001800,,,,26021001800,,,,431.659686,16.365396,41.140596,79.977672,3060.299568,132.90215,158.24606400000002,1116.067642,63.341464,95.18763799999999,5195.0,0.7
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26021001900,,,,26021001900,,,,612.490095,23.22117,58.375170000000004,86.39244,4622.66878,200.75570999999997,238.688424,1455.5195950000002,68.509,102.95979500000001,7470.0,1.01
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26021002000,,,,26021002000,,,,612.490095,23.22117,58.375170000000004,86.39244,4622.66878,200.75570999999997,238.688424,1455.5195950000002,68.509,102.95979500000001,7470.0,1.01
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26021002100,,,,26021002100,,,,618.386057,23.444702,58.937102,81.207744,4779.397184,233.80092799999997,278.048376,1736.0600780000002,64.39846,96.780991,7970.0,1.07
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26021002400,,,,26021002400,,,,618.386057,23.444702,58.937102,81.207744,4779.397184,233.80092799999997,278.048376,1736.0600780000002,64.39846,96.780991,7970.0,1.07
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26021002500,,,,26021002500,,,,618.386057,23.444702,58.937102,81.207744,4779.397184,233.80092799999997,278.048376,1736.0600780000002,64.39846,96.780991,7970.0,1.07
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26021010100,,,,26021010100,,,,546.003715,20.700490000000002,52.03849,86.12803199999999,4114.80322,178.71666,217.359288,1403.108701,68.293686,102.643557,6790.0,0.91
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26021010200,,,,26021010200,,,,551.272447,20.900242000000002,52.540642000000005,86.39244,4160.674948,180.69349599999998,219.997944,1416.1098530000002,68.509,102.95979500000001,6860.0,0.92
Auto Club,Auto,zip,Base Rate,census_tract,census_tract,26021010300,,,,26021010300,,,,526.935923,19.977578,50.221178,85.173864,3951.521712,171.61073599999997,207.940752,1356.7920970000002,67.549874,101.512398,6539.0,0.88
