low_uw_market_discount,high_uw_market_discount,geography_factor_id,rate_bi,rate_pd,rate_csl,rate_pip_medical,rate_pip_wage,rate_attendant_care,rate_um_uim_bi,rate_um_uim_csl,rate_compo,rate_compa,rate_compg,rate_compc,rate_limited_coll,rate_basic_coll,rate_broad_coll,rate_olte,rate_ace,rate_excess_electronic_equipment,rate_coll_auto_loan_lease,rate_mini_tort,rate_ppi,rate_mcca,rate_other_state_assessments,rate_roadside_assistance,uw_market_discount_code,rate_um_uim,rate_coll,rate_comp,rate_pip,generic_location_based_premium,location_effect,company,vehicle_type,factor_circumvented,factor_name,geography_factor,geography_type,longitude,block_group_fips,tract_fips,county_fips,zip,place_name_fips,latitude,census_block_group,territory
0000001,0059999,AAF,382.13,19.8,654.0500000000001,1275.12,335.79,13.0,73.08,201.6,130.18,439.3,97.52000000000001,18.86,689.4,1419.3,1566.9,161.0,8.0,8.0,7.0,227.7,77.0,37.0,29.0,296.0,0000001-0059999,274.68,3682.6,685.8600000000001,1610.9099999999999,28841.56,0.89,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261251526001,AAF
0060000,0099999,AAF,402.53499999999997,24.42,692.1500000000001,1110.256,318.078,13.0,70.064,193.28,249.889,521.4300000000001,189.316,70.479,847.962,1745.739,1927.287,171.948,8.0,8.0,7.749,219.78000000000003,85.47000000000001,37.0,29.0,325.6,0060000-0099999,263.344,4528.737,1031.114,1428.334,33039.92,1.02,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261251526001,AAF
0000001,0059999,AAG,378.42,18.7,647.7,1816.08,516.6,13.0,65.53999999999999,180.79999999999998,478.27,1613.95,358.28,69.28999999999999,666.42,1371.99,1514.67,161.0,8.0,8.0,7.0,140.57999999999998,59.29,37.0,29.0,296.0,0000001-0059999,246.33999999999997,3560.08,2519.79,2332.68,38228.94,1.18,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261476571001,AAG
0060000,0099999,AAG,397.71200000000005,19.712,657.86,1463.168,419.18399999999997,13.0,36.946,101.92,314.696,1903.315,189.104,15.867,696.294,1433.493,1582.569,141.519,8.0,8.0,6.363,177.40800000000002,68.992,37.0,29.0,264.624,0060000-0099999,138.86599999999999,3718.719,2422.982,1882.3519999999999,36297.32,1.12,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261476571001,AAG
0000001,0059999,AAH,575.0500000000001,27.72,984.25,1932.0,616.23,13.0,98.02,270.4,183.95000000000002,620.75,137.8,26.650000000000002,880.9,1813.55,2002.1499999999999,161.0,8.0,8.0,7.0,271.26000000000005,77.77,37.0,29.0,296.0,0000001-0059999,368.41999999999996,4703.599999999999,969.1500000000001,2548.23,39333.7,1.22,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992680001,AAH
0060000,0099999,AAH,547.967,26.663999999999998,903.605,2439.4719999999998,698.886,13.0,126.092,347.84,298.848,425.93,177.232,81.385,995.034,2048.5229999999997,2261.5589999999997,203.665,8.0,8.0,9.093,239.976,93.324,37.0,29.0,386.28,0060000-0099999,473.93199999999996,5314.208999999999,983.395,3138.3579999999997,44632.54,1.38,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992680001,AAH
0000001,0059999,AAI,404.39000000000004,15.18,692.1500000000001,1352.4,446.49,13.0,107.30000000000001,296.0,118.86,401.09999999999997,89.03999999999999,17.22,689.4,1419.3,1566.9,161.0,8.0,8.0,7.0,174.24,54.669999999999995,37.0,29.0,296.0,0000001-0059999,403.3,3682.6,626.2199999999999,1798.89,29829.3,0.92,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261251800001,AAI
0060000,0099999,AAI,391.776,23.298,671.1949999999999,1570.0720000000001,449.81100000000004,13.0,94.07600000000001,259.52000000000004,256.398,403.965,178.504,61.295,808.8960000000001,1665.3120000000001,1838.496,173.719,8.0,8.0,7.392,209.682,81.54299999999999,37.0,29.0,325.00800000000004,0060000-0099999,353.59600000000006,4320.0960000000005,900.162,2019.8830000000003,34317.4,1.06,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261251800001,AAI
0000001,0059999,AAJ,523.11,21.78,895.3499999999999,2988.16,752.76,13.0,216.34,596.8,217.91,735.35,163.24,31.57,965.16,1987.02,2193.66,161.0,8.0,8.0,7.0,237.6,81.62,37.0,29.0,296.0,0000001-0059999,813.14,5152.84,1148.0700000000002,3740.92,48042.8,1.49,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992580001,AAJ
0060000,0099999,AAJ,525.707,27.588,878.205,2053.072,588.186,13.0,104.748,288.96000000000004,344.411,569.18,198.644,86.22300000000001,975.884,2009.098,2218.034,211.715,8.0,8.0,8.918,248.292,96.558,37.0,29.0,391.608,0060000-0099999,393.708,5211.933999999999,1198.458,2641.2580000000003,42730.78,1.32,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992580001,AAJ
0000001,0059999,AAK,333.90000000000003,18.7,571.5,1816.08,512.91,13.0,66.11999999999999,182.39999999999998,585.81,1976.85,438.84,84.86999999999999,643.4399999999999,1324.68,1462.44,161.0,8.0,8.0,7.0,142.56,56.21,37.0,29.0,296.0,0000001-0059999,248.51999999999998,3437.56,3086.37,2328.99,39755.5,1.23,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261476581001,AAK
0060000,0099999,AAK,433.328,19.822,706.755,1577.8000000000002,452.02500000000003,13.0,39.730000000000004,109.60000000000001,328.563,1212.85,209.244,19.188000000000002,693.23,1427.185,1575.605,163.737,8.0,8.0,6.335,178.398,69.377,37.0,29.0,251.896,0060000-0099999,149.33,3702.355,1769.8449999999998,2029.8250000000003,34442.04,1.07,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261476581001,AAK
0000001,0059999,AAL,445.2,19.14,762.0,2254.0,571.95,13.0,89.9,248.0,288.66,974.1,216.24,41.82,674.08,1387.76,1532.08,161.0,8.0,8.0,7.0,144.54,63.91,37.0,29.0,296.0,0000001-0059999,337.9,3600.92,1520.8200000000002,2825.95,37115.94,1.15,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261476501001,AAL
0060000,0099999,AAL,479.332,19.624,768.35,1505.672,431.361,13.0,53.882000000000005,148.64000000000001,342.713,768.7750000000001,202.884,26.035,726.934,1496.5729999999999,1652.2089999999998,158.263,8.0,8.0,6.643,176.616,68.684,37.0,29.0,280.312,0060000-0099999,202.52200000000002,3882.3589999999995,1340.4070000000002,1937.033,33541.64,1.04,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261476501001,AAL
0000001,0059999,AAM,441.48999999999995,19.580000000000002,755.65,1056.1599999999999,269.37,13.0,67.28,185.6,133.01,448.84999999999997,99.64,19.27,689.4,1419.3,1566.9,161.0,8.0,8.0,7.0,207.9,77.77,37.0,29.0,296.0,0000001-0059999,252.88,3682.6,700.77,1325.5299999999997,27955.9,0.87,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261251580001,AAM
0060000,0099999,AAM,414.407,23.672,704.215,1110.256,318.078,13.0,72.09400000000001,198.88000000000002,268.284,421.15500000000003,193.344,71.586,839.5360000000001,1728.392,1908.1360000000002,171.626,8.0,8.0,7.672000000000001,213.048,82.852,37.0,29.0,324.712,0060000-0099999,270.97400000000005,4483.736000000001,954.369,1428.334,32608.72,1.01,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261251580001,AAM
0000001,0059999,AAN,519.4,25.299999999999997,889.0,3194.24,797.0400000000001,13.0,159.5,440.0,152.82000000000002,515.7,114.48,22.14,735.36,1513.9199999999998,1671.36,161.0,8.0,8.0,7.0,243.54,70.07000000000001,37.0,29.0,296.0,0000001-0059999,599.5,3927.6399999999994,805.1400000000001,3991.2799999999997,41892.86,1.3,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992540001,AAN
0060000,0099999,AAN,491.946,22.11,800.1,1790.32,512.91,13.0,88.97200000000001,245.44,264.039,447.895,163.24,63.099,844.1320000000001,1737.854,1918.582,180.481,8.0,8.0,7.714,198.98999999999998,77.38499999999999,37.0,29.0,328.856,0060000-0099999,334.41200000000003,4508.282,938.2729999999999,2303.23,36726.52,1.14,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992540001,AAN
0000001,0059999,AAO,411.81000000000006,18.919999999999998,704.85,1687.28,512.91,13.0,53.36,147.20000000000002,336.77,1136.45,252.28,48.79,689.4,1419.3,1566.9,161.0,8.0,8.0,7.0,144.54,56.98,37.0,29.0,296.0,0000001-0059999,200.56,3682.6,1774.29,2200.19,35208.76,1.09,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261476526001,AAO
0060000,0099999,AAO,494.91400000000004,19.734,790.575,1427.104,408.85200000000003,13.0,44.022,121.44,322.054,985.5600000000001,207.76,24.641,700.89,1442.9550000000002,1593.015,151.66199999999998,8.0,8.0,6.405,177.606,69.069,37.0,29.0,257.224,0060000-0099999,165.462,3743.2650000000003,1540.0149999999999,1835.9560000000001,33250.36,1.03,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261476526001,AAO
0000001,0059999,AAP,293.09000000000003,23.540000000000003,501.65000000000003,1081.92,232.47,13.0,48.14,132.79999999999998,268.84999999999997,907.25,201.39999999999998,38.949999999999996,589.82,1214.29,1340.57,161.0,8.0,8.0,7.0,192.06,71.61,37.0,29.0,296.0,0000001-0059999,180.94,3151.6800000000003,1416.4499999999998,1314.39,27521.74,0.85,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261476480001,AAP
0060000,0099999,AAP,454.475,20.394000000000002,739.14,1142.456,327.303,13.0,42.282,116.64,312.149,814.615,182.32,26.404,668.718,1376.721,1519.893,156.814,8.0,8.0,6.111,183.54600000000002,71.379,37.0,29.0,278.24,0060000-0099999,158.922,3571.443,1335.4879999999998,1469.759,30140.42,0.93,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261476480001,AAP
0000001,0059999,AAQ,482.3,26.619999999999997,825.5,2679.04,841.3199999999999,13.0,120.64,332.8,217.91,735.35,163.24,31.57,857.9200000000001,1766.2400000000002,1949.92,161.0,8.0,8.0,7.0,229.67999999999998,74.69,37.0,29.0,296.0,0000001-0059999,453.44,4581.08,1148.0700000000002,3520.3599999999997,43193.38,1.34,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261251750001,AAQ
0060000,0099999,AAQ,508.641,23.364,830.58,1928.1360000000002,552.393,13.0,108.80799999999999,300.15999999999997,277.34,413.515,184.44,73.39,855.622,1761.509,1944.697,181.60799999999998,8.0,8.0,7.819,210.276,81.774,37.0,29.0,328.856,0060000-0099999,408.96799999999996,4569.647,948.685,2480.5290000000005,38151.52,1.18,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261251750001,AAQ
0000001,0059999,AAR,348.73999999999995,20.46,596.9,1416.8000000000002,357.93,13.0,51.62,142.4,333.94,1126.8999999999999,250.16,48.379999999999995,612.8000000000001,1261.6000000000001,1392.8000000000002,161.0,8.0,8.0,7.0,156.42000000000002,62.370000000000005,37.0,29.0,296.0,0000001-0059999,194.02,3274.2000000000003,1759.3799999999999,1774.7300000000002,31483.1,0.97,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261476556001,AAR
0060000,0099999,AAR,391.405,17.886,638.175,1240.344,355.347,13.0,42.339999999999996,116.8,365.35299999999995,1129.765,193.344,18.573,684.804,1409.838,1556.454,162.771,8.0,8.0,6.258,160.974,62.601,37.0,29.0,251.6,0060000-0099999,159.14,3657.3540000000003,1707.0350000000003,1595.691,32037.7,0.99,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261476556001,AAR
0000001,0059999,AAS,471.17,18.919999999999998,806.45,2949.52,726.93,13.0,96.86,267.2,305.64000000000004,1031.4,228.96,44.28,827.2800000000001,1703.16,1880.2800000000002,161.0,8.0,8.0,7.0,223.73999999999998,65.45,37.0,29.0,296.0,0000001-0059999,364.06,4417.72,1610.2800000000002,3676.45,44549.5,1.38,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261251610001,AAS
0060000,0099999,AAS,507.528,25.607999999999997,842.01,1369.144,392.24699999999996,13.0,99.702,275.04,297.99899999999997,466.995,200.552,77.654,930.69,1916.055,2115.315,192.55599999999998,8.0,8.0,8.505,230.47199999999998,89.628,37.0,29.0,355.792,0060000-0099999,374.742,4970.5650000000005,1043.2,1761.391,37276.78,1.15,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261251610001,AAS
0000001,0059999,AAT,400.68,20.46,685.8000000000001,3348.8,738.0,13.0,241.28,665.6,302.81,1021.85,226.84,43.870000000000005,842.6,1734.7,1915.1000000000001,161.0,8.0,8.0,7.0,239.57999999999998,93.94,37.0,29.0,296.0,0000001-0059999,906.88,4499.400000000001,1595.37,4086.8,48338.72,1.5,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261251603001,AAT
0060000,0099999,AAT,537.9499999999999,26.048,885.825,1382.024,395.93699999999995,13.0,102.25399999999999,282.08,324.035,481.32,181.048,76.711,962.862,1982.2889999999998,2188.437,195.293,8.0,8.0,8.799,234.432,91.16799999999999,37.0,29.0,359.936,0060000-0099999,384.33399999999995,5142.387,1063.114,1777.9609999999998,38322.48,1.19,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261251603001,AAT
0000001,0059999,AAU,482.3,19.14,825.5,2318.4,634.68,13.0,142.10000000000002,392.0,164.14,553.9,122.96,23.779999999999998,781.32,1608.54,1775.82,161.0,8.0,8.0,7.0,227.7,71.61,37.0,29.0,296.0,0000001-0059999,534.1,4172.68,864.78,2953.08,38455.06,1.19,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992412001,AAU
0060000,0099999,AAU,485.26800000000003,22.396,792.48,1898.512,543.906,13.0,86.13000000000001,237.60000000000002,281.585,499.46500000000003,183.168,63.509,864.814,1780.433,1965.589,178.066,8.0,8.0,7.9030000000000005,201.564,78.386,37.0,29.0,328.856,0060000-0099999,323.73,4618.739,1027.727,2442.4179999999997,38014.48,1.18,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992412001,AAU
0000001,0059999,AAV,552.79,17.6,946.15,3258.64,782.2800000000001,13.0,178.64000000000001,492.8,135.84,458.4,101.75999999999999,19.68,850.2600000000001,1750.4700000000003,1932.5100000000002,161.0,8.0,8.0,7.0,221.76000000000002,70.84,37.0,29.0,296.0,0000001-0059999,671.44,4540.240000000001,715.68,4040.92,44595.4,1.38,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992400001,AAV
0060000,0099999,AAV,596.939,22.374,944.2450000000001,2225.6639999999998,637.632,13.0,107.474,296.48,280.17,493.735,169.60000000000002,53.095,945.244,1946.018,2148.394,169.21099999999998,8.0,8.0,8.638,201.36599999999999,78.309,37.0,29.0,323.824,0060000-0099999,403.954,5048.294,996.6000000000001,2863.296,42111.12,1.3,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992400001,AAV
0000001,0059999,AAW,519.4,19.580000000000002,889.0,2691.9199999999996,734.31,13.0,133.98,369.6,116.02999999999999,391.54999999999995,86.92,16.81,811.96,1671.6200000000001,1845.46,161.0,8.0,8.0,7.0,231.66,73.14999999999999,37.0,29.0,296.0,0000001-0059999,503.58000000000004,4336.04,611.31,3426.2299999999996,40078.22,1.24,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992403001,AAW
0060000,0099999,AAW,529.788,22.77,855.345,1870.176,535.788,13.0,76.154,210.07999999999998,221.872,485.14,152.216,56.989999999999995,865.5799999999999,1782.0099999999998,1967.33,185.633,8.0,8.0,7.909999999999999,204.92999999999998,79.695,37.0,29.0,334.776,0060000-0099999,286.234,4622.83,916.2180000000001,2405.964,37540.86,1.16,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992403001,AAW
0000001,0059999,AAX,374.71,22.66,641.35,1970.64,549.81,13.0,83.52,230.39999999999998,192.44000000000003,649.4000000000001,144.16,27.880000000000003,651.1,1340.45,1479.85,161.0,8.0,8.0,7.0,166.32,62.370000000000005,37.0,29.0,296.0,0000001-0059999,313.91999999999996,3478.4,1013.8800000000001,2520.45,32945.42,1.02,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261476440001,AAX
0060000,0099999,AAX,462.63700000000006,21.186,755.015,1264.816,362.358,13.0,31.378000000000004,86.56,298.28200000000004,1969.2099999999998,166.844,17.425,684.804,1409.838,1556.454,143.29,8.0,8.0,6.258,190.674,74.151,37.0,29.0,276.464,0060000-0099999,117.938,3657.3540000000003,2451.761,1627.174,35453.74,1.1,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261476440001,AAX
0000001,0059999,AAY,378.42,23.540000000000003,647.7,1275.12,369.0,13.0,43.5,120.0,181.12,611.2,135.68,26.240000000000002,628.12,1293.1399999999999,1427.62,161.0,8.0,8.0,7.0,192.06,66.99,37.0,29.0,296.0,0000001-0059999,163.5,3355.8799999999997,954.2400000000001,1644.12,28192.38,0.87,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261476371001,AAY
0060000,0099999,AAY,349.853,21.406,602.615,1477.336,423.243,13.0,45.008,124.16,288.094,1182.29,155.396,15.334,693.23,1427.185,1575.605,131.53699999999998,8.0,8.0,6.335,192.654,74.92099999999999,37.0,29.0,271.432,0060000-0099999,169.168,3702.355,1641.114,1900.579,33131.7,1.03,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261476371001,AAY
0000001,0059999,AAZ,337.61,18.7,577.85,1403.92,442.8,13.0,46.400000000000006,128.0,393.36999999999995,1327.4499999999998,294.68,56.989999999999995,643.4399999999999,1324.68,1462.44,161.0,8.0,8.0,7.0,140.57999999999998,59.29,37.0,29.0,296.0,0000001-0059999,174.4,3437.56,2072.49,1846.72,33496.74,1.04,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261476585001,AAZ
0060000,0099999,AAZ,439.63500000000005,19.008,710.5649999999999,1349.824,386.712,13.0,43.094,118.88,307.904,1096.34,204.792,21.033,690.932,1422.454,1570.382,160.356,8.0,8.0,6.314,171.072,66.528,37.0,29.0,255.152,0060000-0099999,161.974,3690.082,1630.0689999999997,1736.536,32709.28,1.01,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,261476585001,AAZ
0000001,0059999,ABA,601.0200000000001,21.119999999999997,1028.7,2292.64,704.79,13.0,77.14,212.8,169.79999999999998,573.0,127.19999999999999,24.599999999999998,873.2399999999999,1797.7799999999997,1984.7399999999998,161.0,8.0,8.0,7.0,281.15999999999997,67.76,37.0,29.0,296.0,0000001-0059999,289.94,4662.759999999999,894.5999999999999,2997.43,40482.44,1.25,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992234001,ABA
0060000,0099999,ABA,488.978,21.538,792.48,1857.2959999999998,532.098,13.0,80.15599999999999,221.11999999999998,239.135,502.33000000000004,192.496,49.979000000000006,881.666,1815.127,2003.891,168.084,8.0,8.0,8.057,193.84199999999998,75.383,37.0,29.0,323.528,0060000-0099999,301.27599999999995,4708.741,983.94,2389.394,37851.08,1.17,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992234001,ABA
0000001,0059999,ABB,508.27000000000004,20.68,869.95,2614.64,793.35,13.0,172.26000000000002,475.20000000000005,166.97,563.4499999999999,125.08,24.189999999999998,865.5799999999999,1782.0099999999998,1967.33,161.0,8.0,8.0,7.0,249.48,77.77,37.0,29.0,296.0,0000001-0059999,647.46,4621.92,879.6899999999999,3407.99,42784.54,1.32,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992450001,ABB
0060000,0099999,ABB,589.148,22.880000000000003,937.26,2153.536,616.968,13.0,99.006,273.12,292.905,612.155,171.29600000000002,56.621,949.0740000000001,1953.9030000000002,2157.099,173.075,8.0,8.0,8.673,205.92000000000002,80.08,37.0,29.0,326.488,0060000-0099999,372.126,5068.749000000001,1132.9769999999999,2770.504,42237.12,1.31,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992450001,ABB
0000001,0059999,ABC,489.72,19.14,838.2,1571.36,420.65999999999997,13.0,59.74,164.8,138.67,467.95,103.88,20.09,873.2399999999999,1797.7799999999997,1984.7399999999998,161.0,8.0,8.0,7.0,275.21999999999997,72.38,37.0,29.0,296.0,0000001-0059999,224.54000000000002,4662.759999999999,730.5899999999999,1992.02,34932.96,1.08,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992234002,ABC
0060000,0099999,ABC,523.852,21.406,839.47,1883.056,539.478,13.0,76.966,212.32,239.418,526.205,189.952,50.143,902.348,1857.706,2050.8979999999997,174.363,8.0,8.0,8.245999999999999,192.654,74.92099999999999,37.0,29.0,325.896,0060000-0099999,289.286,4819.198,1005.7180000000001,2422.534,38642.06,1.2,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992234002,ABC
0000001,0059999,ABD,619.5699999999999,22.66,1060.45,2769.2,712.17,13.0,158.92000000000002,438.40000000000003,166.97,563.4499999999999,125.08,24.189999999999998,750.68,1545.46,1706.18,161.0,8.0,8.0,7.0,273.23999999999995,85.47000000000001,37.0,29.0,296.0,0000001-0059999,597.32,4009.3199999999997,879.6899999999999,3481.37,41097.58,1.27,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992471001,ABD
0060000,0099999,ABD,556.129,21.89,886.4599999999999,1959.0479999999998,561.2489999999999,13.0,88.624,244.48000000000002,253.568,509.97,185.712,49.897000000000006,895.4540000000001,1843.5130000000001,2035.229,168.406,8.0,8.0,8.183,197.01,76.615,37.0,29.0,324.12,0060000-0099999,333.10400000000004,4782.379,999.147,2520.2969999999996,39190.96,1.21,Citizen,Auto,zip,Territorial Base Rate,Garaging territory,Census block,,,,,,,,260992471001,ABD
