GRID ID,BI_FCTR,COLL_FCTR,COMP_FCTR,LTDPD_FCTR,PD_FCTR,PIP_FCTR,PPI_FCTR
0431708317,0.775,0.842,1.433,0.867,0.77,0.752,0.77
0431708318,0.775,0.858,1.412,0.841,0.77,0.752,0.77
0431708319,0.775,0.859,1.371,0.867,0.77,0.752,0.77
0431708320,0.775,0.876,1.344,0.867,0.77,0.752,0.77
0431708321,0.759,0.876,1.358,0.867,0.754,0.752,0.754
0431708322,0.775,0.92,1.358,0.859,0.77,0.752,0.77
0431708323,0.775,0.92,1.345,0.859,0.77,0.752,0.77
0431708324,0.767,0.92,1.345,0.832,0.778,0.76,0.778
0431708325,0.767,0.911,1.324,0.825,0.762,0.76,0.762
0431708326,0.767,0.92,1.359,0.817,0.778,0.76,0.778
0431708327,0.767,0.911,1.359,0.832,0.778,0.76,0.778
0431708328,0.784,0.911,1.371,0.825,0.756,0.754,0.756
0431708329,0.767,0.884,1.324,0.832,0.762,0.76,0.762
0431708330,0.81,0.884,1.345,0.817,0.797,0.779,0.797
0431708331,0.784,0.884,1.317,0.817,0.771,0.754,0.771
0431708332,0.768,0.876,1.384,0.817,0.756,0.754,0.756
0431708333,0.768,0.876,1.425,0.817,0.756,0.754,0.756
0431708334,0.784,0.869,1.412,0.809,0.771,0.769,0.771
0431708335,0.784,0.896,1.345,0.825,0.771,0.769,0.771
0431708336,0.784,0.905,1.385,0.825,0.771,0.769,0.771
0431708337,0.763,0.905,1.399,0.825,0.751,0.749,0.751
0431708338,0.768,0.895,1.358,0.867,0.756,0.754,0.756
0431708339,0.784,0.905,1.378,0.841,0.771,0.769,0.771
0431708340,0.8,0.905,1.377,0.858,0.787,0.786,0.787
0431708341,0.803,0.968,1.46,0.876,0.79,0.789,0.79
0431708342,0.837,0.958,1.406,0.876,0.824,0.822,0.824
0431708343,0.873,0.941,1.459,0.876,0.859,0.884,0.859
0431708344,0.828,0.967,1.564,0.913,0.815,0.838,0.815
0431708345,0.855,0.957,1.625,0.93,0.867,0.866,0.867
0431708346,0.87,1.043,1.456,0.831,0.856,0.881,0.856
0431708347,1.002,1.073,1.218,0.809,0.986,1.014,0.986
0431708348,1.044,1.084,1.218,0.834,1.027,1.057,1.027
0431708349,1.023,1.062,1.172,0.808,1.006,1.035,1.006
0431708350,1.077,1.094,1.172,0.816,1.06,1.09,1.06
0431708351,1.066,1.106,1.13,0.824,1.049,1.079,1.049
0431708352,1.089,1.095,1.13,0.824,1.071,1.102,1.071
0431708353,1.09,1.052,1.087,0.824,1.072,1.103,1.072
0431708354,1.1,1.073,1.056,0.85,1.082,1.113,1.082
0431708355,1.102,1.119,0.983,0.85,1.084,1.115,1.084
0431708356,1.113,1.096,0.935,0.824,1.095,1.126,1.095
0431708357,1.113,1.072,0.899,0.866,1.095,1.126,1.095
0431708358,1.135,1.063,0.871,0.866,1.117,1.149,1.117
0431708359,1.059,0.942,0.88,0.947,1.042,1.072,1.042
0431708360,1.069,0.98,0.871,0.928,1.052,1.082,1.052
0431708361,1.069,0.972,0.854,0.947,1.052,1.082,1.052
0431708362,1.069,0.981,0.837,0.947,1.03,1.082,1.03
0431708363,1.047,0.99,0.811,0.956,1.03,1.06,1.03
0431708364,1.047,0.991,0.853,0.947,1.009,1.06,1.009
0431708365,1.047,0.981,0.82,0.918,1.009,1.06,1.009
0431708366,1.047,0.971,0.811,0.947,1.009,1.06,1.009
0431708367,1.058,0.962,0.845,0.909,1.019,1.071,1.019
0431708368,1.069,0.972,0.844,0.927,1.03,1.082,1.03
0431708369,1.058,0.972,0.844,0.927,1.019,1.071,1.019
0431708370,1.069,0.972,0.844,0.937,1.03,1.082,1.03
0431708371,1.058,0.953,0.843,0.919,1.019,1.038,1.019
0431708372,1.058,0.953,0.835,0.927,1.019,1.038,1.019
0431708373,1.016,0.953,0.835,0.937,1.009,1.028,1.009
0431708374,1.007,0.962,0.819,0.966,1.0,1.019,1.0
0431708375,1.007,0.953,0.835,0.966,0.979,1.019,0.979
0431708376,1.007,0.952,0.819,0.937,1.0,1.019,1.0
0431708377,1.007,0.916,0.844,0.919,0.979,1.019,0.979
0431708378,1.007,0.952,0.827,0.902,1.0,1.019,1.0
0431708379,1.007,0.972,0.828,0.902,1.0,0.998,1.0
0431708380,1.007,0.944,0.87,0.893,1.0,0.998,1.0
0431708381,1.007,0.916,0.87,0.929,0.979,0.998,0.979
0431708382,0.977,0.896,0.87,0.902,0.97,0.989,0.97
0431708383,0.977,0.907,0.888,0.884,0.97,0.989,0.97
0431708384,0.967,0.916,0.888,0.863,0.96,0.959,0.96
0431708385,0.977,0.916,0.908,0.873,0.97,0.989,0.97
0431708386,0.967,0.906,0.909,0.884,0.96,0.979,0.96
0431708387,0.947,0.869,0.917,0.884,0.94,0.938,0.94
0431708388,0.929,0.887,0.917,0.857,0.922,0.92,0.922
0431708389,0.929,0.878,0.917,0.857,0.922,0.92,0.922
0431708390,0.938,0.887,0.917,0.865,0.931,0.929,0.931
0431708391,0.903,0.907,0.945,0.865,0.916,0.895,0.916
0431708392,0.875,0.861,0.963,0.849,0.888,0.867,0.888
0431708393,1.03,0.888,0.888,0.808,1.045,1.02,1.045
0431708394,1.007,0.917,0.907,0.791,1.021,0.998,1.021
0431708395,0.976,0.943,0.923,0.791,1.011,0.988,1.011
0431708396,0.945,0.943,0.962,0.791,0.958,0.957,0.958
0431708397,0.916,0.933,0.995,0.799,0.929,0.927,0.929
0431708398,0.907,0.933,1.022,0.808,0.92,0.918,0.92
0431708399,0.888,0.953,1.053,0.799,0.901,0.899,0.901
0431708400,0.859,0.924,1.083,0.783,0.871,0.87,0.871
0431708401,0.824,0.933,1.136,0.791,0.836,0.834,0.836
0431708402,0.824,0.933,1.126,0.799,0.836,0.834,0.836
0431708403,0.843,0.982,1.136,0.799,0.855,0.853,0.855
0431708404,0.86,0.962,1.156,0.816,0.872,0.871,0.872
0431708405,0.869,0.933,1.192,0.824,0.901,0.88,0.901
0431708406,0.843,0.924,1.145,0.807,0.873,0.853,0.873
0431708407,0.868,0.916,1.145,0.816,0.88,0.86,0.88
0431708408,0.861,0.916,1.179,0.815,0.893,0.872,0.893
0431708409,0.841,0.925,1.166,0.824,0.871,0.851,0.871
0431708410,0.861,0.933,1.214,0.832,0.893,0.872,0.893
0431708411,0.889,0.897,1.166,0.841,0.902,0.881,0.902
0431708412,0.861,0.925,1.168,0.832,0.893,0.872,0.893
0431708413,0.906,0.897,1.178,0.851,0.919,0.898,0.919
0431708414,0.917,0.889,1.192,0.851,0.93,0.908,0.93
0431708415,0.916,0.898,1.212,0.851,0.949,0.927,0.949
0431708416,0.935,0.916,1.212,0.851,0.969,0.946,0.969
0431708417,0.916,0.916,1.245,0.851,0.949,0.927,0.949
0431708418,0.954,0.916,1.245,0.851,0.989,0.966,0.989
0431708419,0.954,0.916,1.258,0.851,0.989,0.966,0.989
0431708420,0.954,0.916,1.322,0.859,0.989,0.966,0.989
0431708421,0.935,0.916,1.331,0.859,0.969,0.946,0.969
0431708422,0.954,0.916,1.399,0.851,0.989,0.966,0.989
0431708423,0.954,0.907,1.415,0.859,0.989,0.966,0.989
0431708424,0.935,0.87,1.438,0.859,0.969,0.946,0.969
0431708425,0.954,0.898,1.465,0.851,0.989,0.966,0.989
0431708426,0.935,0.907,1.479,0.851,0.969,0.946,0.969
0431708427,0.935,0.907,1.531,0.859,0.969,0.946,0.969
0431708428,0.935,0.87,1.561,0.859,0.969,0.946,0.969
0431708429,0.935,0.862,1.547,0.868,0.969,0.946,0.969
0431708430,0.924,0.89,1.601,0.876,0.957,0.935,0.957
0431708431,0.924,0.89,1.617,0.876,0.957,0.935,0.957
0431708432,0.924,0.89,1.632,0.876,0.957,0.935,0.957
0431708433,0.933,0.907,1.648,0.859,0.967,0.944,0.967
0431708434,0.924,0.917,1.632,0.859,0.937,0.935,0.937
0431708435,0.924,0.871,1.632,0.868,0.957,0.935,0.957
0431708436,0.843,0.845,2.318,0.832,0.855,0.853,0.855
0431708437,0.729,0.816,2.988,0.788,0.756,0.738,0.756
0431708438,0.736,0.808,3.045,0.788,0.747,0.745,0.747
0431708439,0.71,0.817,2.961,0.78,0.72,0.719,0.72
0431708440,0.702,0.807,2.88,0.78,0.712,0.711,0.712
0431708441,0.702,0.807,2.757,0.78,0.712,0.711,0.712
0431708442,0.702,0.799,2.708,0.772,0.727,0.711,0.727
0431708443,0.702,0.799,2.581,0.772,0.727,0.711,0.727
0431708444,0.722,0.775,2.485,0.765,0.748,0.731,0.748
0431708445,0.694,0.767,2.437,0.75,0.719,0.703,0.719
0431708446,0.694,0.791,2.37,0.75,0.719,0.703,0.719
0431708447,0.68,0.759,2.37,0.757,0.69,0.689,0.69
0431708448,0.667,0.767,2.346,0.75,0.691,0.675,0.691
0431708449,0.673,0.767,2.259,0.743,0.698,0.681,0.698
0431708450,0.673,0.775,2.216,0.734,0.698,0.681,0.698
0431708451,0.652,0.767,2.155,0.727,0.676,0.66,0.676
0431708452,0.652,0.759,2.091,0.719,0.676,0.66,0.676
0431708453,0.652,0.759,2.073,0.719,0.676,0.66,0.676
0431708454,0.652,0.759,2.052,0.719,0.676,0.66,0.676
0431708455,0.658,0.752,1.994,0.719,0.683,0.666,0.683
0431708456,0.652,0.744,1.994,0.706,0.676,0.66,0.676
0431708457,0.652,0.759,1.994,0.697,0.676,0.66,0.676
0431708458,0.633,0.767,1.921,0.703,0.657,0.641,0.657
0431708459,0.633,0.752,1.956,0.706,0.657,0.641,0.657
0431708460,0.633,0.76,1.955,0.713,0.671,0.641,0.671
0431708461,0.633,0.752,1.975,0.698,0.671,0.641,0.671
0431708462,0.619,0.729,1.955,0.691,0.656,0.627,0.656
0431708463,0.625,0.729,1.975,0.703,0.647,0.633,0.647
0431708464,0.625,0.737,2.033,0.719,0.647,0.633,0.647
0431708465,0.646,0.729,2.033,0.703,0.67,0.654,0.67
0431708466,0.64,0.737,2.089,0.696,0.664,0.648,0.664
0431708467,0.625,0.705,2.11,0.703,0.647,0.633,0.647
0431708468,0.612,0.713,2.152,0.703,0.634,0.62,0.634
0431708469,0.612,0.744,2.193,0.687,0.634,0.62,0.634
0431708470,0.625,0.735,2.252,0.687,0.653,0.633,0.653
0431708471,0.638,0.767,2.338,0.703,0.668,0.646,0.668
0431708472,0.638,0.757,2.357,0.683,0.668,0.646,0.668
0431708473,0.619,0.757,2.357,0.675,0.647,0.627,0.647
0431708474,0.631,0.749,2.442,0.675,0.661,0.639,0.661
0431708475,0.638,0.733,2.465,0.687,0.668,0.646,0.668
0431708476,0.638,0.733,2.507,0.675,0.668,0.646,0.668
0431708477,0.671,0.733,2.419,0.689,0.681,0.659,0.681
0431708478,0.688,0.733,2.463,0.71,0.698,0.675,0.698
0431708479,0.688,0.733,2.654,0.726,0.698,0.675,0.698
0431708480,0.678,0.71,2.722,0.748,0.688,0.666,0.688
0431708481,0.678,0.71,2.657,0.74,0.688,0.687,0.688
0431708482,0.702,0.71,2.722,0.756,0.712,0.711,0.712
0431708483,0.724,0.71,2.722,0.756,0.735,0.711,0.735
0431708484,0.738,0.724,2.722,0.756,0.749,0.725,0.749
0431708485,0.716,0.71,2.722,0.756,0.726,0.725,0.726
0431708486,0.699,0.694,2.696,0.763,0.709,0.708,0.709
0431708487,0.738,0.703,2.696,0.786,0.749,0.747,0.749
0431708488,0.724,0.709,2.696,0.794,0.735,0.733,0.735
0431708489,0.724,0.703,2.696,0.801,0.735,0.733,0.735
0431708490,0.746,0.718,2.696,0.801,0.735,0.733,0.735
0431708491,0.746,0.708,2.669,0.801,0.735,0.733,0.735
0431708492,0.727,0.717,2.669,0.811,0.716,0.715,0.716
0431708493,0.736,0.733,2.669,0.811,0.725,0.724,0.725
0431708494,0.744,0.733,2.476,0.819,0.733,0.731,0.733
0431708495,0.753,0.756,2.476,0.845,0.742,0.74,0.742
0431708496,0.767,0.791,2.454,0.845,0.756,0.754,0.756
0431708497,0.782,0.799,2.476,0.854,0.756,0.754,0.756
0431708498,0.766,0.791,2.413,0.845,0.755,0.753,0.755
0431708499,0.775,0.791,2.413,0.845,0.749,0.747,0.749
0431708500,0.768,0.791,2.357,0.845,0.764,0.74,0.764
0431708501,0.782,0.799,2.374,0.862,0.778,0.754,0.778
0431708502,0.799,0.783,2.205,0.862,0.795,0.77,0.795
0431708503,0.775,0.775,2.186,0.88,0.771,0.747,0.771
0431708504,0.768,0.791,2.207,0.879,0.742,0.74,0.742
0431708505,0.775,0.847,2.155,0.879,0.749,0.747,0.749
0431708506,0.775,0.831,2.056,0.889,0.749,0.747,0.749
0431708507,0.775,0.839,2.021,0.889,0.771,0.747,0.771
0431708508,0.775,0.832,2.002,0.906,0.771,0.747,0.771
0431708509,0.775,0.832,1.926,0.923,0.771,0.747,0.771
0431708510,0.775,0.849,1.888,0.915,0.771,0.747,0.771
0431708511,0.814,0.841,1.836,0.915,0.81,0.785,0.81
0431708512,0.799,0.841,1.748,0.915,0.795,0.77,0.795
0431708513,0.795,0.849,1.682,0.924,0.776,0.752,0.776
0431708514,0.796,0.841,1.65,0.933,0.792,0.767,0.792
0431708515,0.799,0.841,1.633,0.933,0.811,0.77,0.811
0431708516,0.811,0.865,1.584,0.942,0.807,0.767,0.807
0431708517,0.811,0.856,1.57,0.942,0.807,0.767,0.807
0431708518,0.796,0.874,1.523,0.952,0.807,0.767,0.807
0431708519,1.007,0.902,1.298,0.894,1.002,0.952,1.002
0431708520,0.996,0.912,1.324,0.894,0.992,0.942,0.992
0431708521,0.996,0.929,1.31,0.867,0.992,0.942,0.992
0431708522,1.009,0.949,1.311,0.867,1.004,0.926,1.004
0431708523,0.987,0.949,1.324,0.867,0.982,0.905,0.982
0431708524,0.987,0.959,1.324,0.876,0.982,0.933,0.982
0431708525,0.987,0.949,1.352,0.885,1.001,0.933,1.001
0431708526,0.987,0.968,1.364,0.876,0.982,0.905,0.982
0431708527,0.976,0.968,1.364,0.867,0.972,0.896,0.972
0431708528,0.976,0.959,1.364,0.876,0.99,0.896,0.99
0431708529,0.967,0.968,1.417,0.903,0.981,0.888,0.981
0431708530,0.976,0.987,1.405,0.876,0.99,0.896,0.99
0431708531,0.976,1.006,1.417,0.876,0.99,0.896,0.99
0431708532,0.998,1.006,1.417,0.876,1.012,0.916,1.012
0431708533,1.009,1.006,1.493,0.893,1.023,0.926,1.023
0431708534,1.009,1.027,1.445,0.92,1.023,0.926,1.023
0431708535,0.967,0.939,1.472,0.92,0.981,0.888,0.981
0431708536,0.998,0.976,1.504,0.867,1.012,0.916,1.012
0431708537,0.705,1.074,1.055,1.187,0.715,0.647,0.715
0431708538,0.713,1.064,1.086,1.236,0.723,0.654,0.723
0431708539,0.705,1.064,1.077,1.187,0.715,0.647,0.715
0431708540,0.721,1.074,1.066,1.174,0.732,0.662,0.732
0431708541,0.715,1.085,1.085,1.16,0.74,0.655,0.74
0431708542,0.694,1.106,1.086,1.208,0.717,0.636,0.717
0431708543,0.835,1.046,1.41,1.044,0.863,0.764,0.863
0431708544,0.868,1.041,1.346,1.011,0.898,0.796,0.898
0431708545,0.878,1.031,1.346,1.031,0.908,0.804,0.908
0431708546,0.967,1.007,1.35,0.981,1.0,0.867,1.0
0431708547,1.039,0.967,1.52,0.89,1.073,0.931,1.073
0431708548,0.817,1.004,1.188,1.081,0.845,0.732,0.845
0431708549,0.929,0.966,1.367,0.941,0.979,0.849,0.979
0431708550,0.715,1.002,1.0,1.157,0.74,0.641,0.74
0431708551,0.703,0.97,0.972,1.183,0.726,0.63,0.726
0431708552,0.811,0.933,1.215,1.0,0.88,0.763,0.88
0431708553,0.681,0.961,0.991,1.15,0.74,0.641,0.74
0431708554,0.674,0.953,0.972,1.195,0.732,0.635,0.732
0431708555,0.668,1.013,0.982,1.172,0.725,0.629,0.725
0431708556,0.69,0.962,0.935,1.146,0.749,0.65,0.749
0431708557,0.804,0.937,1.14,1.071,0.872,0.757,0.872
0431708558,0.782,0.982,1.029,1.15,0.849,0.736,0.849
0431708559,0.708,0.99,0.897,1.228,0.769,0.666,0.769
0431708560,0.708,0.974,0.873,1.205,0.754,0.666,0.754
0431708561,0.708,0.983,0.891,1.193,0.769,0.666,0.769
0431708562,0.716,0.935,0.886,1.217,0.763,0.674,0.763
0431708563,0.716,0.945,0.9,1.217,0.763,0.674,0.763
0431708564,0.716,0.963,0.913,1.217,0.763,0.674,0.763
0431708565,0.708,0.963,0.942,1.206,0.754,0.666,0.754
0431708566,0.708,1.002,0.941,1.18,0.754,0.666,0.754
0431708567,0.708,1.011,0.906,1.218,0.74,0.666,0.74
0431708568,0.708,0.973,0.915,1.193,0.754,0.666,0.754
0431708569,0.722,0.993,0.932,1.182,0.769,0.679,0.769
0431708570,0.73,0.993,0.979,1.156,0.778,0.688,0.778
0431708571,0.722,1.002,1.0,1.182,0.769,0.679,0.769
0431708572,0.743,0.973,1.057,1.193,0.776,0.7,0.776
0431708573,0.752,0.993,1.108,1.157,0.786,0.708,0.786
0431708574,0.76,0.983,1.13,1.124,0.794,0.716,0.794
0431708575,0.76,0.973,1.164,1.124,0.794,0.716,0.794
0431708576,0.76,1.003,1.197,1.126,0.794,0.716,0.794
0431708577,1.078,0.921,1.815,0.799,1.126,1.014,1.126
0431708578,0.932,0.896,1.563,0.96,0.974,0.878,0.974
0431708579,0.767,0.926,1.312,1.064,0.801,0.722,0.801
0431708580,0.782,0.945,1.297,1.052,0.817,0.736,0.817
0431708581,0.774,0.974,1.308,1.053,0.809,0.729,0.809
0431708582,0.767,0.973,1.346,1.043,0.778,0.722,0.778
0431708583,0.758,0.992,1.385,1.022,0.792,0.714,0.792
0431708584,0.737,0.984,1.347,1.003,0.748,0.694,0.748
0431708585,0.723,0.963,1.334,1.053,0.734,0.68,0.734
0431708586,0.73,0.963,1.36,1.064,0.741,0.688,0.741
0431708587,0.723,0.962,1.384,1.064,0.734,0.68,0.734
0431708588,0.722,0.973,1.399,1.064,0.755,0.701,0.755
0431708589,0.729,0.973,1.413,1.054,0.74,0.687,0.74
0431708590,0.752,0.923,1.399,1.013,0.763,0.708,0.763
0431708591,0.824,0.93,1.329,0.915,0.836,0.776,0.836
0431708592,0.799,0.946,1.343,0.887,0.836,0.776,0.836
0431708593,0.806,0.946,1.343,0.898,0.843,0.783,0.843
0431708594,0.825,0.956,1.328,0.907,0.837,0.777,0.837
0431708595,0.796,0.937,1.305,0.887,0.807,0.749,0.807
0431708596,0.807,0.927,1.305,0.887,0.819,0.759,0.819
0431708597,0.832,0.935,1.207,0.915,0.844,0.784,0.844
0431708598,0.832,0.956,1.209,0.887,0.844,0.784,0.844
0431708599,0.832,1.005,1.097,0.942,0.844,0.784,0.844
0431708600,0.832,0.917,1.092,0.905,0.844,0.784,0.844
0431708601,0.832,0.908,1.025,0.915,0.844,0.784,0.844
0431708602,0.824,0.933,0.94,0.962,0.836,0.776,0.836
0431708603,0.841,0.964,0.903,1.001,0.853,0.792,0.853
0431708604,0.832,1.003,0.885,0.97,0.819,0.784,0.819
0431708605,0.84,1.003,0.86,1.009,0.827,0.791,0.827
0431708606,0.841,0.99,0.822,1.009,0.853,0.792,0.853
0431708607,0.824,0.972,0.79,0.98,0.836,0.776,0.836
0431708608,0.831,0.99,0.79,1.02,0.843,0.783,0.843
0431708609,0.85,0.962,0.814,1.03,0.862,0.8,0.862
0431708610,0.866,0.925,0.787,1.039,0.878,0.815,0.878
0431708611,0.849,0.954,0.763,1.009,0.861,0.8,0.861
0431708612,0.866,0.945,0.783,1.029,0.853,0.792,0.853
0431708613,0.883,0.963,0.783,1.019,0.869,0.807,0.869
0431708614,0.9,0.907,0.79,1.029,0.887,0.823,0.887
0431708615,0.91,0.929,0.783,1.029,0.896,0.831,0.896
0431708616,0.91,0.919,0.759,1.029,0.896,0.831,0.896
0431708617,0.91,0.976,0.783,1.029,0.896,0.831,0.896
0431708618,0.91,0.976,0.745,1.029,0.896,0.831,0.896
0431708619,0.91,1.009,0.762,0.961,0.896,0.831,0.896
0431708620,0.919,0.959,0.794,1.019,0.905,0.839,0.905
0431708621,0.919,0.958,0.787,0.999,0.905,0.839,0.905
0431708622,0.899,0.987,0.754,1.019,0.886,0.822,0.886
0431708623,0.899,0.995,0.734,1.01,0.886,0.822,0.886
0431708624,0.908,0.977,0.726,0.991,0.895,0.83,0.895
0431708625,0.892,1.016,0.726,1.04,0.878,0.815,0.878
0431708626,0.925,1.017,0.719,0.99,0.894,0.829,0.894
0431708627,0.935,0.988,0.741,0.999,0.903,0.838,0.903
0431708628,0.943,1.018,0.734,0.99,0.911,0.845,0.911
0431708629,0.96,0.999,0.764,1.01,0.945,0.878,0.945
0431708630,0.907,0.909,0.709,0.999,0.894,0.829,0.894
0431708631,0.868,1.001,0.811,0.928,0.855,0.794,0.855
0431808250,0.909,0.839,1.447,0.669,0.95,0.882,0.95
0431808251,0.909,0.839,1.461,0.669,0.95,0.882,0.95
0431808252,0.909,0.832,1.461,0.662,0.95,0.882,0.95
0431808253,0.909,0.807,1.461,0.662,0.95,0.882,0.95
0431808254,0.935,0.799,1.482,0.662,0.978,0.907,0.978
0431808255,0.935,0.832,1.498,0.662,0.978,0.907,0.978
0431808256,0.916,0.814,1.543,0.642,0.978,0.907,0.978
0431808257,0.918,0.839,1.582,0.642,0.959,0.891,0.959
0431808258,0.944,0.806,1.596,0.662,0.987,0.916,0.987
0431808259,0.953,0.847,1.613,0.669,0.997,0.925,0.997
0431808260,0.943,0.839,1.646,0.654,1.007,0.934,1.007
0431808261,0.943,0.814,1.678,0.675,0.977,0.934,0.977
0431808262,0.935,0.806,1.678,0.648,0.968,0.926,0.968
0431808263,0.916,0.816,1.728,0.642,0.948,0.907,0.948
0431808264,0.924,0.798,1.746,0.648,0.957,0.916,0.957
0431808265,0.935,0.775,1.746,0.648,0.968,0.926,0.968
0431808266,0.935,0.797,1.796,0.654,0.968,0.926,0.968
0431808267,0.935,0.782,1.815,0.654,0.968,0.926,0.968
0431808268,0.935,0.783,1.833,0.654,0.968,0.926,0.968
0431808269,0.943,0.79,1.907,0.661,0.977,0.934,0.977
0431808270,0.943,0.79,1.944,0.654,0.977,0.934,0.977
0431808271,0.934,0.775,2.037,0.654,0.967,0.925,0.967
0431808272,0.943,0.775,2.079,0.668,0.956,0.934,0.956
0431808273,0.943,0.767,2.116,0.668,0.956,0.934,0.956
0431808274,0.934,0.767,2.136,0.668,0.947,0.925,0.947
0431808275,0.904,0.728,2.158,0.674,0.936,0.915,0.936
0431808276,0.904,0.728,2.158,0.668,0.936,0.915,0.936
0431808277,0.904,0.721,2.158,0.674,0.936,0.915,0.936
0431808278,0.904,0.728,2.2,0.674,0.936,0.915,0.936
0431808279,0.904,0.721,2.241,0.702,0.936,0.915,0.936
0431808280,0.896,0.698,2.238,0.665,0.928,0.907,0.928
0431808281,0.904,0.686,2.197,0.665,0.936,0.915,0.936
0431808282,0.904,0.678,2.238,0.672,0.936,0.915,0.936
0431808283,0.904,0.678,2.326,0.672,0.917,0.915,0.917
0431808284,0.914,0.7,2.281,0.7,0.927,0.925,0.927
0431808285,0.914,0.685,2.299,0.686,0.927,0.925,0.927
0431808286,0.904,0.685,2.279,0.714,0.917,0.915,0.917
0431808287,0.904,0.685,2.256,0.693,0.917,0.915,0.917
0431808288,0.914,0.67,2.255,0.7,0.927,0.925,0.927
0431808289,0.922,0.657,2.236,0.7,0.935,0.933,0.935
0431808290,0.922,0.67,2.298,0.714,0.935,0.933,0.935
0431808291,0.904,0.678,2.278,0.699,0.917,0.915,0.917
0431808292,0.896,0.7,2.299,0.699,0.909,0.907,0.909
0431808293,0.869,0.694,2.299,0.713,0.881,0.88,0.881
0431808294,0.904,0.7,2.454,0.706,0.917,0.915,0.917
0431808295,0.895,0.694,2.412,0.713,0.908,0.906,0.908
0431808296,0.866,0.7,2.387,0.707,0.897,0.877,0.897
0431808297,0.858,0.706,2.344,0.707,0.89,0.869,0.89
0431808298,0.878,0.736,2.213,0.707,0.91,0.889,0.91
0431808299,0.861,0.8,2.11,0.779,0.893,0.872,0.893
0431808300,0.819,0.86,1.856,0.858,0.849,0.829,0.849
0431808301,0.818,0.849,1.82,0.866,0.848,0.828,0.848
0431808302,0.818,0.849,1.872,0.875,0.848,0.828,0.848
0431808303,0.803,0.816,1.872,0.875,0.832,0.813,0.832
0431808304,0.803,0.849,1.872,0.859,0.832,0.813,0.832
0431808305,0.778,0.823,1.84,0.859,0.806,0.788,0.806
0431808306,0.777,0.823,1.787,0.859,0.805,0.787,0.805
0431808307,0.762,0.841,1.802,0.859,0.789,0.771,0.789
0431808308,0.762,0.841,1.802,0.859,0.789,0.771,0.789
0431808309,0.778,0.858,1.84,0.85,0.789,0.771,0.789
0431808310,0.794,0.866,1.769,0.841,0.823,0.787,0.823
0431808311,0.769,0.868,1.658,0.85,0.797,0.762,0.797
0431808312,0.759,0.824,1.579,0.85,0.786,0.752,0.786
0431808313,0.769,0.859,1.563,0.85,0.797,0.762,0.797
0431808314,0.769,0.868,1.518,0.85,0.78,0.762,0.78
0431808315,0.769,0.877,1.487,0.841,0.797,0.762,0.797
0431808316,0.775,0.886,1.424,0.841,0.786,0.752,0.786
0431808317,0.786,0.886,1.412,0.841,0.797,0.779,0.797
0431808318,0.786,0.876,1.398,0.867,0.797,0.762,0.797
0431808319,0.786,0.884,1.411,0.867,0.797,0.762,0.797
0431808320,0.786,0.884,1.424,0.867,0.797,0.779,0.797
0431808321,0.786,0.884,1.397,0.867,0.797,0.779,0.797
0431808322,0.775,0.884,1.385,0.867,0.77,0.768,0.77
0431808323,0.775,0.911,1.413,0.859,0.786,0.768,0.786
0431808324,0.775,0.911,1.398,0.859,0.786,0.768,0.786
0431808325,0.767,0.92,1.398,0.859,0.762,0.76,0.762
0431808326,0.767,0.92,1.412,0.824,0.762,0.76,0.762
0431808327,0.767,0.911,1.371,0.817,0.778,0.76,0.778
0431808328,0.791,0.911,1.384,0.832,0.778,0.76,0.778
0431808329,0.791,0.884,1.412,0.824,0.778,0.76,0.778
0431808330,0.81,0.911,1.467,0.817,0.78,0.779,0.78
0431808331,0.8,0.884,1.453,0.817,0.771,0.769,0.771
0431808332,0.81,0.876,1.453,0.817,0.797,0.779,0.797
0431808333,0.784,0.876,1.483,0.8,0.771,0.754,0.771
0431808334,0.784,0.869,1.512,0.807,0.771,0.769,0.771
0431808335,0.784,0.876,1.397,0.817,0.771,0.769,0.771
0431808336,0.784,0.884,1.345,0.824,0.771,0.769,0.771
0431808337,0.763,0.896,1.412,0.817,0.751,0.749,0.751
0431808338,0.784,0.905,1.439,0.825,0.771,0.769,0.771
0431808339,0.811,0.933,1.476,0.876,0.798,0.797,0.798
0431808340,0.828,0.968,1.521,0.876,0.815,0.813,0.815
0431808341,0.8,0.948,1.55,0.876,0.787,0.786,0.787
0431808342,0.8,0.92,1.476,0.859,0.787,0.786,0.787
0431808343,0.854,0.948,1.489,0.867,0.84,0.838,0.84
0431808344,0.837,0.958,1.565,0.894,0.824,0.847,0.824
0431808345,0.847,0.967,1.593,0.868,0.834,0.857,0.834
0431808346,0.907,1.037,1.356,0.849,0.893,0.918,0.893
0431808347,1.023,1.107,1.196,0.834,1.006,1.035,1.006
0431808348,1.023,1.095,1.173,0.851,1.006,1.035,1.006
0431808349,1.054,1.118,1.218,0.834,1.036,1.067,1.036
0431808350,1.034,1.107,1.152,0.824,1.017,1.047,1.017
0431808351,1.089,1.129,1.13,0.834,1.071,1.102,1.071
0431808352,1.079,1.13,1.097,0.85,1.062,1.092,1.062
0431808353,1.09,1.107,1.056,0.834,1.072,1.103,1.072
0431808354,1.09,1.107,1.038,0.824,1.072,1.103,1.072
0431808355,1.059,1.043,0.981,0.867,1.042,1.072,1.042
0431808356,1.102,1.043,0.972,0.834,1.084,1.115,1.084
