geo_id,geo_name,total_pop,latin_pct,white_pct,black_pct,aian_pct,asian_pct,nhpi_pct,other_pct,two_plus_pct,total_pop_race,latin_tot,white_tot,black_tot,aian_tot,asian_tot,nhpi_tot,other_tot,two_plus_tot
1400000US26001000100,Census Tract 1; Alcona County; Michigan,1698,2.1,93.0,0.5,0.0,0.0,0.0,1.0,3.4,1698,36,1579,8,0,0,0,17,58
1400000US26005031300,Census Tract 313; Allegan County; Michigan,4949,0.9,92.8,0.4,0.3,1.7,0.0,0.0,3.9,4949,45,4593,19,17,84,0,0,191
1400000US26005031800,Census Tract 318; Allegan County; Michigan,5501,2.2,88.1,0.7,0.0,0.3,0.0,0.0,8.7,5501,123,4848,38,0,16,0,0,476
1400000US26005031900,Census Tract 319; Allegan County; Michigan,4578,5.6,82.3,0.0,0.0,1.2,0.3,7.6,3.0,4578,255,3766,1,0,56,14,347,139
1400000US26005032000,Census Tract 320; Allegan County; Michigan,5382,12.1,86.3,1.2,0.0,0.1,0.0,0.0,0.3,5382,649,4647,65,0,7,0,0,14
1400000US26005032100,Census Tract 321; Allegan County; Michigan,4432,5.5,88.0,1.0,1.5,0.0,0.0,0.2,3.9,4432,242,3898,45,66,0,0,7,174
1400000US26005032200,Census Tract 322; Allegan County; Michigan,5837,15.0,79.5,4.6,0.0,0.9,0.0,0.0,0.0,5837,876,4638,271,0,52,0,0,0
1400000US26005032401,Census Tract 324.01; Allegan County; Michigan,1606,39.0,49.2,1.7,0.0,3.7,0.0,0.0,6.4,1606,627,790,27,0,60,0,0,102
1400000US26005032402,Census Tract 324.02; Allegan County; Michigan,4159,1.8,94.5,0.3,0.7,1.3,0.0,0.0,1.4,4159,76,3930,12,28,55,0,0,58
1400000US26005032600,Census Tract 326; Allegan County; Michigan,1352,6.3,86.5,3.3,0.0,1.0,0.0,0.0,2.8,1352,85,1170,45,0,14,0,0,38
1400000US26005990000,Census Tract 9900; Allegan County; Michigan,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
1400000US26007000101,Census Tract 1.01; Alpena County; Michigan,1337,0.4,98.4,0.0,0.0,0.0,0.0,0.0,1.1,1337,6,1316,0,0,0,0,0,15
1400000US26007000102,Census Tract 1.02; Alpena County; Michigan,3128,0.1,94.9,0.0,0.2,0.2,0.0,0.1,4.5,3128,3,2969,1,5,7,0,3,140
1400000US26007000200,Census Tract 2; Alpena County; Michigan,4111,0.4,95.8,0.1,0.1,0.4,0.0,1.8,1.3,4111,18,3939,3,6,18,0,75,52
1400000US26007000300,Census Tract 3; Alpena County; Michigan,3423,0.2,94.3,1.4,0.0,0.0,0.0,0.0,4.1,3423,7,3229,47,0,0,0,0,140
1400000US26007000400,Census Tract 4; Alpena County; Michigan,2871,4.8,90.1,2.2,0.2,0.0,0.0,0.0,2.7,2871,137,2587,63,7,0,0,0,77
1400000US26007000500,Census Tract 5; Alpena County; Michigan,1979,5.8,87.6,1.6,0.6,0.0,0.0,0.0,4.4,1979,115,1733,31,12,0,0,0,88
1400000US26007000600,Census Tract 6; Alpena County; Michigan,3095,0.3,95.1,0.5,0.0,3.0,0.0,0.0,1.1,3095,10,2943,14,0,93,0,0,35
1400000US26007000700,Census Tract 7; Alpena County; Michigan,3057,1.5,93.6,0.3,0.0,0.5,0.0,0.0,4.1,3057,45,2862,9,0,16,0,0,125
1400000US26007000800,Census Tract 8; Alpena County; Michigan,3217,3.1,96.7,0.2,0.0,0.0,0.0,0.0,0.0,3217,100,3112,5,0,0,0,0,0
1400000US26007000900,Census Tract 9; Alpena County; Michigan,2693,0.0,95.0,1.8,0.0,0.0,0.0,0.7,2.5,2693,1,2558,49,0,0,0,19,66
1400000US26007990000,Census Tract 9900; Alpena County; Michigan,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
1400000US26009960100,Census Tract 9601; Antrim County; Michigan,2819,1.6,95.3,0.5,0.4,0.1,0.0,0.0,2.2,2819,46,2686,13,11,2,0,0,61
1400000US26009960200,Census Tract 9602; Antrim County; Michigan,3101,1.9,93.0,0.0,1.5,0.3,0.0,0.3,3.0,3101,58,2885,0,47,9,0,9,93
1400000US26009960300,Census Tract 9603; Antrim County; Michigan,2727,0.9,96.6,0.0,0.3,0.1,0.0,0.0,2.1,2727,25,2634,1,8,2,0,0,57
1400000US26009960401,Census Tract 9604.01; Antrim County; Michigan,954,2.1,93.7,1.3,0.0,0.0,0.0,0.0,2.9,954,20,894,12,0,0,0,0,28
1400000US26009960402,Census Tract 9604.02; Antrim County; Michigan,2211,1.3,91.9,0.3,0.0,1.1,0.0,0.7,4.6,2211,29,2033,7,1,24,0,16,101
1400000US26009960501,Census Tract 9605.01; Antrim County; Michigan,1988,3.6,90.0,0.2,0.9,0.0,0.0,3.6,1.8,1988,71,1789,3,18,0,0,71,36
1400000US26009960502,Census Tract 9605.02; Antrim County; Michigan,1415,5.7,92.4,0.0,0.1,0.2,0.0,0.7,0.9,1415,80,1307,0,2,3,0,10,13
1400000US26009960600,Census Tract 9606; Antrim County; Michigan,3245,2.7,94.4,0.0,0.0,0.9,0.0,0.0,2.0,3245,88,3064,1,0,28,0,0,64
1400000US26009960701,Census Tract 9607.01; Antrim County; Michigan,3335,3.7,94.6,0.0,0.6,0.1,0.0,0.0,1.0,3335,122,3156,0,20,4,0,0,33
1400000US26009960702,Census Tract 9607.02; Antrim County; Michigan,1867,2.4,87.1,5.9,0.0,0.7,0.0,0.0,3.9,1867,44,1627,111,0,13,0,0,72
1400000US26009990000,Census Tract 9900; Antrim County; Michigan,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
1400000US26011970100,Census Tract 9701; Arenac County; Michigan,2109,3.7,93.5,0.2,0.9,0.0,0.0,0.2,1.4,2109,78,1971,4,20,1,0,5,30
1400000US26011970200,Census Tract 9702; Arenac County; Michigan,3217,1.5,94.8,0.3,0.3,0.0,0.0,0.1,3.0,3217,48,3049,11,11,0,0,3,95
1400000US26011970300,Census Tract 9703; Arenac County; Michigan,2904,3.5,93.0,1.6,0.7,0.0,0.0,0.0,1.2,2904,101,2702,46,20,0,0,0,35
1400000US26011970400,Census Tract 9704; Arenac County; Michigan,2774,1.3,94.5,0.5,0.1,0.0,0.0,0.4,3.2,2774,35,2622,15,3,0,0,11,88
1400000US26011970500,Census Tract 9705; Arenac County; Michigan,4027,1.9,91.9,0.2,1.1,0.4,0.0,0.0,4.4,4027,76,3702,8,43,18,0,2,178
1400000US26011990000,Census Tract 9900; Arenac County; Michigan,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
1400000US26011990100,Census Tract 9901; Arenac County; Michigan,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
1400000US26013000100,Census Tract 1; Baraga County; Michigan,4113,1.5,82.0,0.8,9.6,0.6,0.0,0.0,5.6,4113,60,3372,33,393,26,0,0,229
1400000US26013000200,Census Tract 2; Baraga County; Michigan,4132,2.2,62.3,14.7,12.7,0.5,0.3,0.3,7.2,4132,91,2574,606,523,19,11,12,296
1400000US26013990100,Census Tract 9901; Baraga County; Michigan,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
1400000US26015010100,Census Tract 101; Barry County; Michigan,5735,4.3,94.5,0.0,0.3,0.2,0.0,0.0,0.8,5735,245,5420,0,17,9,0,0,44
1400000US26015010200,Census Tract 102; Barry County; Michigan,6014,2.3,91.7,0.2,0.1,2.2,0.0,1.7,1.8,6014,138,5513,11,5,132,0,104,111
1400000US26015010301,Census Tract 103.01; Barry County; Michigan,3910,6.1,82.1,2.1,0.0,0.7,0.1,0.0,8.9,3910,240,3210,82,0,26,3,0,349
1400000US26015010302,Census Tract 103.02; Barry County; Michigan,5395,0.9,95.5,0.9,0.0,0.0,0.4,0.0,2.3,5395,50,5154,47,0,0,20,0,124
1400000US26015010401,Census Tract 104.01; Barry County; Michigan,3410,4.3,92.0,0.7,1.7,0.0,0.0,0.0,1.2,3410,146,3138,25,59,0,0,0,42
1400000US26015010403,Census Tract 104.03; Barry County; Michigan,3459,1.2,93.6,0.0,0.3,3.2,0.0,0.0,1.7,3459,42,3236,0,10,111,0,0,60
1400000US26015010404,Census Tract 104.04; Barry County; Michigan,1825,9.3,84.5,1.5,0.0,0.9,0.0,0.0,3.8,1825,169,1543,28,0,16,0,0,69
1400000US26015010500,Census Tract 105; Barry County; Michigan,3345,3.3,94.6,0.5,0.0,0.6,0.0,0.0,0.9,3345,111,3166,18,0,20,0,0,30
1400000US26015010601,Census Tract 106.01; Barry County; Michigan,3930,2.8,92.8,2.8,0.0,0.0,0.0,0.0,1.6,3930,111,3647,111,0,0,0,0,61
1400000US26015010602,Census Tract 106.02; Barry County; Michigan,2673,1.6,98.4,0.0,0.0,0.0,0.0,0.0,0.0,2673,44,2629,0,0,0,0,0,0
1400000US26015010700,Census Tract 107; Barry County; Michigan,4681,6.0,90.7,0.3,0.5,0.0,0.0,0.6,2.0,4681,281,4245,12,23,0,0,28,92
1400000US26015010800,Census Tract 108; Barry County; Michigan,3520,2.6,93.8,0.4,0.0,0.1,0.0,0.0,3.0,3520,93,3301,15,0,5,0,0,106
1400000US26015011301,Census Tract 113.01; Barry County; Michigan,4848,8.5,89.8,0.0,0.0,0.7,0.0,0.2,0.8,4848,414,4352,0,0,35,0,10,37
1400000US26015011302,Census Tract 113.02; Barry County; Michigan,3628,0.0,98.7,0.1,0.0,0.2,0.0,0.0,1.0,3628,0,3580,3,0,8,0,0,37
1400000US26015011401,Census Tract 114.01; Barry County; Michigan,2677,4.4,89.1,0.0,0.0,0.0,0.0,0.0,6.5,2677,118,2386,0,0,0,0,0,173
1400000US26015011402,Census Tract 114.02; Barry County; Michigan,3531,0.0,96.7,0.3,0.5,0.0,0.0,0.0,2.4,3531,0,3415,11,19,0,0,0,86
1400000US26017280300,Census Tract 2803; Bay County; Michigan,1261,5.9,86.0,6.9,0.0,0.0,0.0,0.6,0.5,1261,75,1085,87,0,0,0,8,6
1400000US26017280400,Census Tract 2804; Bay County; Michigan,2418,16.0,77.4,1.5,0.4,1.7,0.0,1.5,1.5,2418,387,1872,36,9,41,0,36,37
1400000US26017280500,Census Tract 2805; Bay County; Michigan,3093,6.9,90.5,0.3,0.1,0.0,0.0,0.0,2.2,3093,213,2799,9,3,0,0,0,69
1400000US26017280600,Census Tract 2806; Bay County; Michigan,2755,16.1,74.7,5.3,0.0,0.0,0.0,0.0,3.9,2755,443,2059,145,0,0,0,0,108
1400000US26017280700,Census Tract 2807; Bay County; Michigan,3113,10.4,78.4,5.9,0.0,0.0,0.0,0.0,5.2,3113,325,2441,185,0,0,0,0,162
1400000US26017280800,Census Tract 2808; Bay County; Michigan,3594,7.7,83.3,0.9,0.4,0.0,0.2,0.0,7.4,3594,275,2995,34,15,0,8,0,267
1400000US26017280900,Census Tract 2809; Bay County; Michigan,2897,22.9,70.1,0.0,0.3,0.9,0.0,0.0,5.8,2897,664,2031,0,9,25,0,0,168
1400000US26017281000,Census Tract 2810; Bay County; Michigan,3717,10.2,79.5,2.6,0.0,0.8,1.3,0.8,4.9,3717,380,2954,97,0,29,47,29,181
1400000US26017281300,Census Tract 2813; Bay County; Michigan,3004,4.8,88.5,2.1,0.4,0.0,0.0,0.0,4.1,3004,145,2659,64,12,0,0,0,124
1400000US26017285100,Census Tract 2851; Bay County; Michigan,3372,9.5,89.0,0.0,0.1,0.0,0.0,0.0,1.3,3372,320,3002,0,5,0,0,0,45
1400000US26017285201,Census Tract 2852.01; Bay County; Michigan,5682,6.7,88.2,1.4,0.0,3.1,0.0,0.0,0.6,5682,381,5013,80,0,176,0,0,32
1400000US26017285202,Census Tract 2852.02; Bay County; Michigan,3976,4.6,91.6,0.3,0.0,0.0,0.0,0.0,3.5,3976,182,3642,11,0,0,0,0,141
1400000US26017285300,Census Tract 2853; Bay County; Michigan,4744,1.2,94.8,0.6,0.2,0.2,0.0,0.1,2.9,4744,55,4499,30,8,10,0,6,136
1400000US26017285400,Census Tract 2854; Bay County; Michigan,3675,4.2,92.9,0.5,0.0,1.0,0.0,0.0,1.3,3675,155,3414,20,0,37,0,0,49
1400000US26017285500,Census Tract 2855; Bay County; Michigan,6786,7.8,90.7,0.0,0.0,0.4,0.0,0.0,1.1,6786,529,6158,0,0,24,0,0,75
1400000US26017285600,Census Tract 2856; Bay County; Michigan,7075,3.0,95.1,0.6,0.0,0.0,0.0,0.0,1.3,7075,212,6728,39,3,1,0,0,92
1400000US26017285700,Census Tract 2857; Bay County; Michigan,3877,2.3,95.4,0.0,0.9,0.0,0.0,0.0,1.3,3877,90,3697,1,36,1,0,0,52
1400000US26017285800,Census Tract 2858; Bay County; Michigan,5961,1.0,87.3,2.0,0.0,0.0,0.0,1.3,8.3,5961,61,5205,121,0,0,0,80,494
1400000US26017285900,Census Tract 2859; Bay County; Michigan,5089,2.7,89.6,0.3,0.3,0.0,0.0,0.0,7.2,5089,136,4561,14,13,0,0,0,365
1400000US26017286000,Census Tract 2860; Bay County; Michigan,2983,2.2,88.5,1.7,0.0,3.8,0.0,0.0,3.7,2983,66,2641,52,0,114,0,0,110
1400000US26017286101,Census Tract 2861.01; Bay County; Michigan,3882,2.0,95.9,0.2,0.0,0.2,0.0,0.1,1.6,3882,79,3724,7,0,7,0,4,61
1400000US26017286102,Census Tract 2861.02; Bay County; Michigan,3274,2.2,94.5,0.0,0.0,0.0,0.0,0.4,2.9,3274,71,3095,0,0,0,0,12,96
1400000US26017286200,Census Tract 2862; Bay County; Michigan,5019,0.8,96.4,0.0,0.1,1.0,0.0,0.0,1.8,5019,41,4837,0,3,50,0,0,88
1400000US26017286300,Census Tract 2863; Bay County; Michigan,3356,2.6,92.0,0.5,0.2,0.0,0.0,0.0,4.8,3356,86,3086,16,8,0,0,0,160
1400000US26017286400,Census Tract 2864; Bay County; Michigan,2337,1.2,96.6,0.1,0.2,0.0,0.0,0.9,1.2,2337,27,2257,2,4,0,0,20,27
1400000US26017286500,Census Tract 2865; Bay County; Michigan,1821,12.2,72.3,9.5,0.3,0.8,0.0,0.3,4.6,1821,223,1316,173,6,14,0,6,83
1400000US26017286600,Census Tract 2866; Bay County; Michigan,4991,6.9,90.0,1.3,0.0,0.0,0.0,0.0,1.8,4991,342,4494,65,0,0,0,0,90
1400000US26017990000,Census Tract 9900; Bay County; Michigan,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
1400000US26019000101,Census Tract 1.01; Benzie County; Michigan,4974,1.8,95.1,1.0,0.3,0.3,0.0,0.0,1.5,4974,89,4732,48,17,14,0,0,74
1400000US26019000102,Census Tract 1.02; Benzie County; Michigan,3242,4.2,90.8,0.0,1.1,1.2,0.0,0.0,2.8,3242,136,2943,0,35,38,0,0,90
1400000US26019000200,Census Tract 2; Benzie County; Michigan,3065,4.1,90.1,0.0,0.7,0.0,0.0,4.0,1.0,3065,126,2761,0,22,0,0,124,32
1400000US26019000300,Census Tract 3; Benzie County; Michigan,1963,0.3,93.8,0.4,2.2,0.0,0.0,1.1,2.2,1963,5,1842,8,43,0,0,21,44
1400000US26019000400,Census Tract 4; Benzie County; Michigan,1845,0.1,93.0,3.0,0.0,0.0,0.0,0.2,3.8,1845,1,1715,56,0,0,0,3,70
1400000US26019000500,Census Tract 5; Benzie County; Michigan,2969,3.0,90.5,0.6,2.5,0.2,0.0,0.8,2.5,2969,89,2687,18,73,5,0,23,74
1400000US26019990000,Census Tract 9900; Benzie County; Michigan,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
1400000US26021000300,Census Tract 3; Berrien County; Michigan,1359,1.3,6.8,88.7,0.0,0.0,0.0,2.9,0.3,1359,17,93,1206,0,0,0,39,4
1400000US26021000400,Census Tract 4; Berrien County; Michigan,1861,4.1,9.8,83.9,0.0,0.0,0.0,0.0,2.1,1861,76,183,1562,0,0,0,0,40
1400000US26021000500,Census Tract 5; Berrien County; Michigan,2039,0.7,1.2,96.2,0.0,0.0,0.0,0.0,1.8,2039,15,25,1962,0,0,0,0,37
1400000US26021000600,Census Tract 6; Berrien County; Michigan,3338,5.2,9.0,83.1,0.0,0.0,0.0,0.0,2.7,3338,172,301,2775,0,0,0,0,90
1400000US26021000700,Census Tract 7; Berrien County; Michigan,2936,8.0,52.7,28.7,0.4,2.7,0.0,1.5,6.0,2936,234,1548,844,11,79,0,44,176
1400000US26021000801,Census Tract 8.01; Berrien County; Michigan,2138,3.3,84.9,4.8,0.0,5.3,0.0,0.0,1.6,2138,71,1815,103,0,114,0,0,35
1400000US26021000802,Census Tract 8.02; Berrien County; Michigan,2647,1.9,85.2,5.8,2.8,0.0,0.0,0.5,3.8,2647,49,2256,154,75,1,0,12,100
1400000US26021000900,Census Tract 9; Berrien County; Michigan,2102,7.0,75.8,2.7,0.0,12.0,0.0,0.0,2.4,2102,147,1594,57,0,253,0,0,51
1400000US26021001000,Census Tract 10; Berrien County; Michigan,1864,0.6,91.0,0.5,0.0,2.8,0.0,1.1,3.9,1864,12,1696,10,0,53,0,21,72
1400000US26021001100,Census Tract 11; Berrien County; Michigan,4173,2.2,86.1,1.2,0.0,6.7,0.0,2.2,1.7,4173,90,3593,49,0,279,0,90,72
1400000US26021001300,Census Tract 13; Berrien County; Michigan,2030,2.4,87.3,3.5,0.1,2.9,0.0,0.0,3.8,2030,49,1772,72,2,58,0,0,77
1400000US26021001400,Census Tract 14; Berrien County; Michigan,4350,5.1,84.9,3.7,0.7,2.5,0.0,0.0,2.9,4350,223,3695,162,32,110,0,0,128
1400000US26021001500,Census Tract 15; Berrien County; Michigan,3350,6.7,81.8,2.1,0.1,1.5,0.0,0.3,7.5,3350,223,2740,72,5,50,0,9,251
1400000US26021001600,Census Tract 16; Berrien County; Michigan,2389,1.5,84.6,7.1,0.0,2.9,0.0,0.0,3.9,2389,36,2021,170,0,70,0,0,92
1400000US26021001700,Census Tract 17; Berrien County; Michigan,4811,4.6,88.8,1.5,0.0,1.7,0.0,0.0,3.4,4811,222,4271,73,0,81,0,0,164
1400000US26021001800,Census Tract 18; Berrien County; Michigan,5117,0.9,86.9,1.3,0.0,3.7,0.0,0.0,7.1,5117,46,4448,67,0,191,0,0,365
1400000US26021001900,Census Tract 19; Berrien County; Michigan,2277,17.0,74.9,4.0,0.0,1.5,0.0,0.6,1.9,2277,388,1705,92,0,34,0,14,44
1400000US26021002000,Census Tract 20; Berrien County; Michigan,3326,0.7,37.9,51.8,0.0,0.5,0.0,0.0,9.1,3326,24,1261,1723,0,15,0,0,303
1400000US26021002100,Census Tract 21; Berrien County; Michigan,2692,4.5,28.3,65.4,0.6,0.0,0.0,0.0,1.2,2692,120,763,1760,17,0,0,0,32
1400000US26021002200,Census Tract 22; Berrien County; Michigan,2853,9.3,2.7,87.6,0.0,0.0,0.0,0.0,0.5,2853,265,76,2499,0,0,0,0,13
1400000US26021002300,Census Tract 23; Berrien County; Michigan,1879,31.2,19.4,40.1,1.4,0.0,2.2,0.0,5.6,1879,587,365,754,27,0,41,0,105
1400000US26021002400,Census Tract 24; Berrien County; Michigan,1792,0.3,91.9,5.9,0.0,0.0,0.0,0.0,2.0,1792,6,1646,105,0,0,0,0,35
1400000US26021002500,Census Tract 25; Berrien County; Michigan,2184,8.2,60.8,27.3,0.0,0.0,0.0,0.0,3.7,2184,179,1328,597,0,0,0,0,80
1400000US26021010100,Census Tract 101; Berrien County; Michigan,3250,2.0,86.5,3.1,0.0,0.4,0.0,0.1,7.8,3250,64,2812,102,0,14,0,3,255
1400000US26021010201,Census Tract 102.01; Berrien County; Michigan,3316,5.0,91.3,1.9,0.0,0.0,0.0,0.4,1.4,3316,165,3029,62,0,0,0,14,46
1400000US26021010202,Census Tract 102.02; Berrien County; Michigan,2903,0.7,90.0,1.6,0.0,0.0,0.0,4.4,3.4,2903,21,2612,45,0,0,0,127,98
1400000US26021010300,Census Tract 103; Berrien County; Michigan,4919,9.2,81.0,3.4,0.8,1.6,0.0,0.0,4.0,4919,451,3986,165,37,81,0,0,199
1400000US26021010400,Census Tract 104; Berrien County; Michigan,2684,7.9,83.9,2.8,0.2,0.1,0.0,0.8,4.3,2684,212,2253,75,6,2,0,21,115
1400000US26021010500,Census Tract 105; Berrien County; Michigan,2257,14.3,79.4,3.4,0.8,1.1,0.0,0.0,1.1,2257,322,1791,77,17,25,0,0,25
1400000US26021010600,Census Tract 106; Berrien County; Michigan,4869,11.8,77.7,2.1,0.0,2.8,0.0,0.6,5.0,4869,575,3785,100,0,135,0,29,245
1400000US26021011000,Census Tract 110; Berrien County; Michigan,2841,3.2,92.3,0.7,0.3,0.9,0.0,0.0,2.7,2841,91,2621,19,8,25,0,0,77
1400000US26021011101,Census Tract 111.01; Berrien County; Michigan,2587,1.6,96.3,0.5,0.0,0.0,0.0,0.0,1.6,2587,41,2491,14,0,0,0,0,41
1400000US26021011102,Census Tract 111.02; Berrien County; Michigan,3090,7.4,84.0,1.4,0.0,2.3,0.0,0.0,4.9,3090,229,2596,42,0,71,0,0,152
1400000US26021011201,Census Tract 112.01; Berrien County; Michigan,1387,0.7,89.8,0.9,0.6,0.0,0.0,1.3,6.6,1387,10,1246,13,8,0,0,18,92
1400000US26021011202,Census Tract 112.02; Berrien County; Michigan,1400,0.6,91.6,0.0,0.0,0.0,0.0,0.0,7.9,1400,8,1282,0,0,0,0,0,110
1400000US26021011301,Census Tract 113.01; Berrien County; Michigan,1852,5.3,89.8,0.8,0.0,0.6,0.0,0.0,3.5,1852,98,1664,15,0,11,0,0,64
1400000US26021011302,Census Tract 113.02; Berrien County; Michigan,1937,5.5,90.4,0.3,1.2,0.9,0.0,0.0,1.7,1937,106,1752,6,23,18,0,0,32
1400000US26021011400,Census Tract 114; Berrien County; Michigan,2224,16.2,78.8,0.2,0.0,0.8,0.0,0.0,3.9,2224,361,1753,5,0,18,0,0,87
1400000US26021011500,Census Tract 115; Berrien County; Michigan,1352,2.2,89.5,0.7,0.2,0.2,0.0,3.0,4.1,1352,30,1210,9,3,3,0,41,56
1400000US26021011600,Census Tract 116; Berrien County; Michigan,1812,0.7,93.6,0.2,0.1,0.7,0.0,3.1,1.7,1812,12,1696,3,2,12,0,57,30
1400000US26021020100,Census Tract 201; Berrien County; Michigan,2528,0.0,86.9,5.0,1.0,0.0,0.0,2.3,4.8,2528,0,2197,126,26,0,0,58,121
